Wavelength (nm)	Power (dBm)
1.525E-6	-49.0309
1.525045E-6	-48.884015
1.52509E-6	-48.904215
1.525135E-6	-49.161392
1.52518E-6	-49.473061
1.525225E-6	-49.535048
1.52527E-6	-49.450041
1.525315E-6	-49.318141
1.52536E-6	-49.219058
1.525405E-6	-49.104481
1.52545E-6	-48.91435
1.525495E-6	-48.383326
1.52554E-6	-47.675121
1.525585E-6	-47.144427
1.52563E-6	-46.882461
1.525675E-6	-46.720284
1.52572E-6	-46.544302
1.525765E-6	-46.36388
1.52581E-6	-46.223296
1.525855E-6	-46.26904
1.5259E-6	-46.716204
1.525945E-6	-47.33298
1.52599E-6	-47.634627
1.526035E-6	-47.609509
1.52608E-6	-47.530093
1.526125E-6	-47.452103
1.52617E-6	-47.349462
1.526215E-6	-47.187393
1.52626E-6	-46.637404
1.526305E-6	-45.590909
1.52635E-6	-44.881166
1.526395E-6	-44.577972
1.52644E-6	-44.422523
1.526485E-6	-44.281748
1.52653E-6	-44.144265
1.526575E-6	-43.997897
1.52662E-6	-44.042834
1.526665E-6	-44.615519
1.52671E-6	-45.459177
1.526755E-6	-45.967079
1.5268E-6	-46.050233
1.526845E-6	-45.985995
1.52689E-6	-45.892228
1.526935E-6	-45.792194
1.52698E-6	-45.684754
1.527025E-6	-45.0515
1.52707E-6	-43.896593
1.527115E-6	-42.919192
1.52716E-6	-42.494916
1.527205E-6	-42.347786
1.52725E-6	-42.211255
1.527295E-6	-42.099261
1.52734E-6	-42.001772
1.527385E-6	-42.045371
1.52743E-6	-42.531324
1.527475E-6	-43.539886
1.52752E-6	-44.489161
1.527565E-6	-44.748256
1.52761E-6	-44.758636
1.527655E-6	-44.66355
1.5277E-6	-44.634416
1.527745E-6	-44.541982
1.52779E-6	-44.093811
1.527835E-6	-42.819137
1.52788E-6	-41.608992
1.527925E-6	-40.968015
1.52797E-6	-40.784176
1.528015E-6	-40.683388
1.52806E-6	-40.644424
1.528105E-6	-40.60331
1.52815E-6	-40.58936
1.528195E-6	-40.961507
1.52824E-6	-42.061398
1.528285E-6	-43.367704
1.52833E-6	-43.920091
1.528375E-6	-44.008814
1.52842E-6	-43.998987
1.528465E-6	-43.935111
1.52851E-6	-43.557584
1.528555E-6	-40.683388
1.5286E-6	-29.450041
1.528645E-6	-21.815102
1.52869E-6	-18.651856
1.528735E-6	-17.577071
1.52878E-6	-17.302536
1.528825E-6	-17.157949
1.52887E-6	-17.068585
1.528915E-6	-17.135435
1.52896E-6	-18.461851
1.529005E-6	-22.354503
1.52905E-6	-30.82337
1.529095E-6	-39.763361
1.52914E-6	-42.831623
1.529185E-6	-43.537924
1.52923E-6	-43.667336
1.529275E-6	-43.538905
1.52932E-6	-42.591638
1.529365E-6	-32.937945
1.52941E-6	-23.412257
1.529455E-6	-19.197344
1.5295E-6	-17.599502
1.529545E-6	-17.217038
1.52959E-6	-17.10411
1.529635E-6	-17.000571
1.52968E-6	-16.974526
1.529725E-6	-17.705742
1.52977E-6	-20.55468
1.529815E-6	-27.130946
1.52986E-6	-37.198771
1.529905E-6	-42.089413
1.52995E-6	-43.41607
1.529995E-6	-43.650192
1.53004E-6	-43.610118
1.530085E-6	-43.143478
1.53013E-6	-37.377863
1.530175E-6	-25.476002
1.53022E-6	-20.152477
1.530265E-6	-17.956087
1.53031E-6	-17.307206
1.530355E-6	-17.153437
1.5304E-6	-17.070797
1.530445E-6	-17.055338
1.53049E-6	-17.361273
1.530535E-6	-19.318141
1.53058E-6	-24.320331
1.530625E-6	-33.944795
1.53067E-6	-41.008911
1.530715E-6	-43.197552
