Wavelength (nm)	Power (dBm)
1.525E-6	-68.59492
1.525045E-6	-68.598063
1.52509E-6	-68.965384
1.525135E-6	-70.88576
1.52518E-6	-74.854522
1.525225E-6	-79.825493
1.52527E-6	-82.064191
1.525315E-6	-83.187588
1.52536E-6	-82.651202
1.525405E-6	-84.155557
1.52545E-6	-80.766005
1.525495E-6	-74.030732
1.52554E-6	-69.825493
1.525585E-6	-67.804155
1.52563E-6	-67.321246
1.525675E-6	-67.164726
1.52572E-6	-67.015836
1.525765E-6	-66.808939
1.52581E-6	-66.617428
1.525855E-6	-67.000571
1.5259E-6	-68.576105
1.525945E-6	-72.126812
1.52599E-6	-77.189666
1.526035E-6	-80.82442
1.52608E-6	-82.25629
1.526125E-6	-82.856702
1.52617E-6	-82.378468
1.526215E-6	-80.942041
1.52626E-6	-73.789276
1.526305E-6	-69.069287
1.52635E-6	-66.532559
1.526395E-6	-65.90405
1.52644E-6	-65.691191
1.526485E-6	-65.598784
1.52653E-6	-65.460704
1.526575E-6	-65.472938
1.52662E-6	-65.605094
1.526665E-6	-67.026773
1.52671E-6	-69.637705
1.526755E-6	-75.087784
1.5268E-6	-79.186527
1.526845E-6	-81.641826
1.52689E-6	-82.203314
1.526935E-6	-82.044676
1.52698E-6	-81.173616
1.527025E-6	-74.881166
1.52707E-6	-68.658229
1.527115E-6	-65.683147
1.52716E-6	-64.740487
1.527205E-6	-64.432152
1.52725E-6	-64.415314
1.527295E-6	-64.334447
1.52734E-6	-64.275931
1.527385E-6	-64.339162
1.52743E-6	-65.234582
1.527475E-6	-67.942545
1.52752E-6	-72.393514
1.527565E-6	-78.425432
1.52761E-6	-81.376897
1.527655E-6	-83.252307
1.5277E-6	-81.935487
1.527745E-6	-81.602078
1.52779E-6	-75.749551
1.527835E-6	-69.108016
1.52788E-6	-65.31505
1.527925E-6	-63.904056
1.52797E-6	-63.544795
1.528015E-6	-63.467875
1.52806E-6	-63.408447
1.528105E-6	-63.336693
1.52815E-6	-63.381873
1.528195E-6	-63.877461
1.52824E-6	-65.902359
1.528285E-6	-69.75104
1.52833E-6	-75.785606
1.528375E-6	-79.792245
1.52842E-6	-81.813123
1.528465E-6	-81.52304
1.52851E-6	-81.597684
1.528555E-6	-78.863908
1.5286E-6	-70.233749
1.528645E-6	-65.285616
1.52869E-6	-63.332013
1.528735E-6	-62.802545
1.52878E-6	-62.66883
1.528825E-6	-62.642415
1.52887E-6	-62.609818
1.528915E-6	-62.564902
1.52896E-6	-62.885302
1.529005E-6	-64.378261
1.52905E-6	-68.088285
1.529095E-6	-72.916641
1.52914E-6	-79.292235
1.529185E-6	-81.210189
1.52923E-6	-80.433994
1.529275E-6	-77.194216
1.52932E-6	-71.013845
1.529365E-6	-55.247648
1.52941E-6	-44.089354
1.529455E-6	-39.948195
1.5295E-6	-38.443604
1.529545E-6	-38.01893
1.52959E-6	-37.910215
1.529635E-6	-37.851562
1.52968E-6	-37.840982
1.529725E-6	-38.706324
1.52977E-6	-41.653886
1.529815E-6	-48.748442
1.52986E-6	-59.270153
1.529905E-6	-67.033348
1.52995E-6	-73.028579
1.529995E-6	-78.256494
1.53004E-6	-79.318141
1.530085E-6	-80.227796
1.53013E-6	-74.385408
1.530175E-6	-66.85922
1.53022E-6	-63.457272
1.530265E-6	-62.096445
1.53031E-6	-61.761347
1.530355E-6	-61.705676
1.5304E-6	-61.701176
1.530445E-6	-61.65325
1.53049E-6	-61.697964
1.530535E-6	-62.321024
1.53058E-6	-64.374692
1.530625E-6	-68.92112
1.53067E-6	-74.366376
1.530715E-6	-79.404366
1.53076E-6	-79.842212
1.530805E-6	-79.193735
1.53085E-6	-75.191311
1.530895E-6	-66.256183
1.53094E-6	-50.814455
1.530985E-6	-42.186755
1.53103E-6	-39.118639
1.531075E-6	-38.144578
1.53112E-6	-38.002448
1.531165E-6	-37.972393
1.53121E-6	-37.907532
1.531255E-6	-38.074325
1.5313E-6	-39.37418
1.531345E-6	-43.184874
1.53139E-6	-51.030331
1.531435E-6	-62.224282
1.53148E-6	-68.965384
1.531525E-6	-74.899915
1.53157E-6	-78.526329
1.531615E-6	-79.722428
1.53166E-6	-78.629625
1.531705E-6	-71.386448
1.53175E-6	-65.322439
1.531795E-6	-62.545348
1.53184E-6	-61.633595
1.531885E-6	-61.472151
1.53193E-6	-61.492313
1.531975E-6	-61.510723
1.53202E-6	-61.481915
1.532065E-6	-61.578278
1.53211E-6	-62.458046
1.532155E-6	-64.962093
1.5322E-6	-69.597934
1.532245E-6	-75.975667
1.53229E-6	-79.570309
1.532335E-6	-79.673812
1.53238E-6	-78.810742
1.532425E-6	-73.77061
1.53247E-6	-62.677671
1.532515E-6	-47.886124
1.53256E-6	-40.870344
1.532605E-6	-38.566729
1.53265E-6	-37.983298
1.532695E-6	-37.896815
1.53274E-6	-37.9588
1.532785E-6	-37.977842
1.53283E-6	-38.300318
1.532875E-6	-40.109954
1.53292E-6	-44.759936
1.532965E-6	-53.627105
1.53301E-6	-62.609026
1.533055E-6	-69.897
1.5331E-6	-75.902359
1.533145E-6	-79.473061
1.53319E-6	-79.821323
1.533235E-6	-77.862167
1.53328E-6	-70.750491
1.533325E-6	-65.175552
1.53337E-6	-62.802545
1.533415E-6	-62.099261
1.53346E-6	-61.982534
1.533505E-6	-62.010733
1.53355E-6	-62.092927
1.533595E-6	-62.140299
1.53364E-6	-62.404077
1.533685E-6	-63.49984
1.53373E-6	-66.443569
1.533775E-6	-71.209615
1.53382E-6	-77.652297
1.533865E-6	-79.842212
1.53391E-6	-80.413883
1.533955E-6	-79.076303
1.534E-6	-73.029451
1.534045E-6	-61.008911
1.53409E-6	-47.000571
1.534135E-6	-40.434954
1.53418E-6	-38.359447
1.534225E-6	-37.910215
1.53427E-6	-37.886124
1.534315E-6	-37.983298
1.53436E-6	-38.068754
1.534405E-6	-38.569852
