Wavelength (nm)	Power (dBm)
1.525E-6	-48.699881
1.525045E-6	-48.601209
1.52509E-6	-48.541823
1.525135E-6	-48.544928
1.52518E-6	-48.526329
1.525225E-6	-48.4649
1.52527E-6	-48.374356
1.525315E-6	-48.27689
1.52536E-6	-48.190144
1.525405E-6	-48.099486
1.52545E-6	-47.964232
1.525495E-6	-47.770236
1.52554E-6	-47.525177
1.525585E-6	-47.328283
1.52563E-6	-47.196493
1.525675E-6	-47.077439
1.52572E-6	-46.961562
1.525765E-6	-46.855008
1.52581E-6	-46.775739
1.525855E-6	-46.763355
1.5259E-6	-46.863437
1.525945E-6	-46.983191
1.52599E-6	-47.000571
1.526035E-6	-46.950788
1.52608E-6	-46.882461
1.526125E-6	-46.817279
1.52617E-6	-46.736641
1.526215E-6	-46.635403
1.52626E-6	-46.414941
1.526305E-6	-46.032777
1.52635E-6	-45.777385
1.526395E-6	-45.636783
1.52644E-6	-45.526869
1.526485E-6	-45.451551
1.52653E-6	-45.398542
1.526575E-6	-45.319482
1.52662E-6	-45.326879
1.526665E-6	-45.512937
1.52671E-6	-45.779028
1.526755E-6	-45.888856
1.5268E-6	-45.90405
1.526845E-6	-45.853609
1.52689E-6	-45.798792
1.526935E-6	-45.734887
1.52698E-6	-45.67191
1.527025E-6	-45.410601
1.52707E-6	-44.967542
1.527115E-6	-44.609239
1.52716E-6	-44.405722
1.527205E-6	-44.299243
1.52725E-6	-44.253901
1.527295E-6	-44.207882
1.52734E-6	-44.146521
1.527385E-6	-44.154426
1.52743E-6	-44.417716
1.527475E-6	-44.858509
1.52752E-6	-45.142786
1.527565E-6	-45.194182
1.52761E-6	-45.184141
1.527655E-6	-45.134278
1.5277E-6	-45.101821
1.527745E-6	-45.07519
1.52779E-6	-44.887853
1.527835E-6	-44.387793
1.52788E-6	-43.806979
1.527925E-6	-43.585259
1.52797E-6	-43.479472
1.528015E-6	-43.454384
1.52806E-6	-43.398938
1.528105E-6	-43.405592
1.52815E-6	-43.393242
1.528195E-6	-43.618104
1.52824E-6	-44.147649
1.528285E-6	-44.659739
1.52833E-6	-44.813545
1.528375E-6	-44.843911
1.52842E-6	-44.820128
1.528465E-6	-44.800408
1.52851E-6	-44.782084
1.528555E-6	-44.653394
1.5286E-6	-44.180503
1.528645E-6	-43.539886
1.52869E-6	-43.096267
1.528735E-6	-43.012037
1.52878E-6	-42.997291
1.528825E-6	-43.011169
1.52887E-6	-42.943928
1.528915E-6	-42.921744
1.52896E-6	-43.117582
1.529005E-6	-43.67138
1.52905E-6	-44.319157
1.529095E-6	-44.607984
1.52914E-6	-44.678829
1.529185E-6	-44.678829
1.52923E-6	-44.655931
1.529275E-6	-44.6572
1.52932E-6	-44.616777
1.529365E-6	-44.226231
1.52941E-6	-43.520305
1.529455E-6	-42.988639
1.5295E-6	-42.829123
1.529545E-6	-42.804201
1.52959E-6	-42.776952
1.529635E-6	-42.754784
1.52968E-6	-42.746602
1.529725E-6	-42.889524
1.52977E-6	-43.318005
1.529815E-6	-44.027437
1.52986E-6	-44.496493
1.529905E-6	-44.599209
1.52995E-6	-44.597957
1.529995E-6	-44.606729
1.53004E-6	-44.604221
1.530085E-6	-44.600462
1.53013E-6	-44.372315
1.530175E-6	-43.731466
1.53022E-6	-43.094495
1.530265E-6	-42.787666
1.53031E-6	-42.757241
1.530355E-6	-42.770372
1.5304E-6	-42.718898
1.530445E-6	-42.732728
1.53049E-6	-42.789317
1.530535E-6	-43.112243
1.53058E-6	-43.77268
1.530625E-6	-44.384216
1.53067E-6	-44.595454
1.530715E-6	-44.609239
1.53076E-6	-44.624327
1.530805E-6	-44.626847
1.53085E-6	-44.624327
1.530895E-6	-44.535807
1.53094E-6	-43.977229
1.530985E-6	-43.253225
1.53103E-6	-42.839131
1.531075E-6	-42.767907
1.53112E-6	-42.753965
1.531165E-6	-42.753146
1.53121E-6	-42.752328
1.531255E-6	-42.72947
1.5313E-6	-42.995559
1.531345E-6	-43.552661
1.53139E-6	-44.265482
1.531435E-6	-44.61175
1.53148E-6	-44.672456
1.531525E-6	-44.710833
1.53157E-6	-44.722412
1.531615E-6	-44.713404
1.53166E-6	-44.678829
1.531705E-6	-44.327383
1.53175E-6	-43.617105
1.531795E-6	-43.094495
1.53184E-6	-42.899673
1.531885E-6	-42.85838
1.53193E-6	-42.875187
