Wavelength (nm)	Power (dBm)
1.525E-6	-58.449678
1.525045E-6	-58.471004
1.52509E-6	-59.150664
1.525135E-6	-61.340082
1.52518E-6	-65.225893
1.525225E-6	-68.745187
1.52527E-6	-69.730584
1.525315E-6	-70.018279
1.52536E-6	-69.871628
1.525405E-6	-69.742846
1.52545E-6	-67.295541
1.525495E-6	-62.354503
1.52554E-6	-59.093893
1.525585E-6	-57.612014
1.52563E-6	-57.221617
1.525675E-6	-57.061956
1.52572E-6	-56.882461
1.525765E-6	-56.728455
1.52581E-6	-56.615435
1.525855E-6	-57.128704
1.5259E-6	-59.086848
1.525945E-6	-62.742517
1.52599E-6	-67.47147
1.526035E-6	-69.476909
1.52608E-6	-69.792245
1.526125E-6	-69.653715
1.52617E-6	-69.476909
1.526215E-6	-67.644716
1.52626E-6	-62.178141
1.526305E-6	-58.256494
1.52635E-6	-56.358244
1.526395E-6	-55.825283
1.52644E-6	-55.670307
1.526485E-6	-55.562678
1.52653E-6	-55.482136
1.526575E-6	-55.440898
1.52662E-6	-55.752817
1.526665E-6	-57.249191
1.52671E-6	-60.401957
1.526755E-6	-65.465288
1.5268E-6	-68.999743
1.526845E-6	-69.629721
1.52689E-6	-69.637705
1.526935E-6	-69.570309
1.52698E-6	-68.303256
1.527025E-6	-62.588484
1.52707E-6	-57.649768
1.527115E-6	-55.374523
1.52716E-6	-54.624327
1.527205E-6	-54.433357
1.52725E-6	-54.355707
1.527295E-6	-54.281748
1.52734E-6	-54.234283
1.527385E-6	-54.403327
1.52743E-6	-55.512937
1.527475E-6	-58.513973
1.52752E-6	-63.110465
1.527565E-6	-67.817271
1.52761E-6	-69.347939
1.527655E-6	-69.480761
1.5277E-6	-69.453869
1.527745E-6	-68.716007
1.52779E-6	-63.746875
1.527835E-6	-57.81202
1.52788E-6	-54.841262
1.527925E-6	-53.752024
1.52797E-6	-53.469805
1.528015E-6	-53.397988
1.52806E-6	-53.357342
1.528105E-6	-53.307761
1.52815E-6	-53.35358
1.528195E-6	-54.104972
1.52824E-6	-56.3865
1.528285E-6	-60.612302
1.52833E-6	-66.094181
1.528375E-6	-68.71924
1.52842E-6	-68.751699
1.528465E-6	-67.675121
1.52851E-6	-63.84576
1.528555E-6	-54.241197
1.5286E-6	-38.495506
1.528645E-6	-32.091521
1.52869E-6	-29.179331
1.528735E-6	-28.323873
1.52878E-6	-28.052082
1.528825E-6	-27.915586
1.52887E-6	-27.81202
1.528915E-6	-28.046539
1.52896E-6	-29.629721
1.529005E-6	-33.779933
1.52905E-6	-42.541448
1.529095E-6	-54.078232
1.52914E-6	-61.487417
1.529185E-6	-65.446982
1.52923E-6	-67.039933
1.529275E-6	-65.089186
1.52932E-6	-58.931295
1.529365E-6	-42.124687
1.52941E-6	-33.691655
1.529455E-6	-29.846402
1.5295E-6	-28.38632
1.529545E-6	-28.06041
1.52959E-6	-27.888795
1.529635E-6	-27.804155
1.52968E-6	-27.830428
1.529725E-6	-28.837244
1.52977E-6	-31.927356
1.529815E-6	-39.270153
1.52986E-6	-49.714287
1.529905E-6	-59.273825
1.52995E-6	-64.10609
1.529995E-6	-66.819367
1.53004E-6	-65.941416
1.530085E-6	-61.477641
1.53013E-6	-48.452718
1.530175E-6	-35.670307
1.53022E-6	-30.731947
1.530265E-6	-28.632794
1.53031E-6	-28.054857
1.530355E-6	-27.92635
1.5304E-6	-27.846268
1.530445E-6	-27.843624
1.53049E-6	-28.239087
1.530535E-6	-30.318441
1.53058E-6	-35.667103
1.530625E-6	-45.425723
1.53067E-6	-56.449318
1.530715E-6	-62.164537
1.53076E-6	-66.07303
1.530805E-6	-66.534514
1.53085E-6	-63.388501
1.530895E-6	-53.823707
1.53094E-6	-38.105097
1.530985E-6	-31.900365
1.53103E-6	-29.055289
1.531075E-6	-28.213108
1.53112E-6	-28.027194
1.531165E-6	-27.942545
1.53121E-6	-27.93714
1.531255E-6	-28.113527
1.5313E-6	-29.605859
1.531345E-6	-33.524214
1.53139E-6	-41.478251
1.531435E-6	-52.775306
1.53148E-6	-61.195294
1.531525E-6	-65.228787
1.53157E-6	-66.827727
1.531615E-6	-65.096201
1.53166E-6	-59.076303
1.531705E-6	-42.272384
1.53175E-6	-33.574366
1.531795E-6	-29.706162
1.53184E-6	-28.213108
1.531885E-6	-27.918275
1.53193E-6	-27.880789
1.531975E-6	-27.848914
1.53202E-6	-27.907532
1.532065E-6	-28.677403
1.53211E-6	-31.35845
1.532155E-6	-37.775437
1.5322E-6	-48.368386
1.532245E-6	-58.116341
1.53229E-6	-63.271635
1.532335E-6	-66.447401
1.53238E-6	-66.13501
1.532425E-6	-61.861522
1.53247E-6	-49.897
1.532515E-6	-36.036263
1.53256E-6	-30.629337
1.532605E-6	-28.458805
1.53265E-6	-27.961515
1.532695E-6	-27.870138
1.53274E-6	-27.843624
1.532785E-6	-27.93714
1.53283E-6	-28.383326
1.532875E-6	-30.277046
1.53292E-6	-35.058454
1.532965E-6	-44.113922
1.53301E-6	-55.497509
1.533055E-6	-62.399547
1.5331E-6	-65.895602
1.533145E-6	-66.819367
1.53319E-6	-64.367563
1.533235E-6	-56.697892
1.53328E-6	-40.323584
1.533325E-6	-32.726214
1.53337E-6	-29.200955
1.533415E-6	-28.046539
1.53346E-6	-27.878124
1.533505E-6	-27.907532
1.53355E-6	-27.975117
1.533595E-6	-28.158766
1.53364E-6	-29.273825
1.533685E-6	-32.549252
1.53373E-6	-39.351678
1.533775E-6	-50.550241
1.53382E-6	-59.775716
1.533865E-6	-64.428539
1.53391E-6	-66.771607
1.533955E-6	-65.823623
1.534E-6	-60.982693
1.534045E-6	-48.273971
1.53409E-6	-35.082182
1.534135E-6	-30.235583
1.53418E-6	-28.271053
1.534225E-6	-27.878124
1.53427E-6	-27.856861
1.534315E-6	-27.956087
1.53436E-6	-28.079904
1.534405E-6	-28.661419
1.53445E-6	-30.808173
1.534495E-6	-35.949953
1.53454E-6	-45.32836
1.534585E-6	-56.360122
1.53463E-6	-62.193227
1.534675E-6	-66.205132
1.53472E-6	-66.815193
1.534765E-6	-63.773716
1.53481E-6	-55.179844
1.534855E-6	-38.748442
1.5349E-6	-31.91384
1.534945E-6	-28.860566
1.53499E-6	-27.90217
1.535035E-6	-27.835702
1.53508E-6	-27.93714
1.535125E-6	-28.041003
1.53517E-6	-28.297383
1.535215E-6	-29.714287
1.53526E-6	-33.40369
1.535305E-6	-40.798767
1.53535E-6	-52.139588
1.535395E-6	-60.953385
1.53544E-6	-65.040396
1.535485E-6	-67.075224
1.53553E-6	-65.738142
1.535575E-6	-60.656531
1.53562E-6	-47.126462
1.535665E-6	-34.964817
1.53571E-6	-30.056388
1.535755E-6	-28.158766
1.5358E-6	-27.804155
1.535845E-6	-27.833064
1.53589E-6	-27.93714
1.535935E-6	-28.057633
1.53598E-6	-28.677403
1.536025E-6	-30.970186
1.53607E-6	-36.794383
1.536115E-6	-46.974526
1.53616E-6	-57.510464
1.536205E-6	-62.809174
1.53625E-6	-66.430186
1.536295E-6	-66.794383
1.53634E-6	-63.574366
1.536385E-6	-54.841262
1.53643E-6	-38.761484
1.536475E-6	-31.906423
1.53652E-6	-28.867253
1.536565E-6	-27.961515
1.53661E-6	-27.899492
1.536655E-6	-27.947956
1.5367E-6	-27.999707
1.536745E-6	-28.213108
1.53679E-6	-29.641702
1.536835E-6	-33.322669
1.53688E-6	-40.991415
1.536925E-6	-52.319542
1.53697E-6	-60.978883
1.537015E-6	-65.065419
1.53706E-6	-67.097427
1.537105E-6	-65.790546
1.53715E-6	-60.748943
1.537195E-6	-47.253804
1.53724E-6	-34.89455
1.537285E-6	-30.089512
1.53733E-6	-28.233301
1.537375E-6	-27.85421
1.53742E-6	-27.827793
1.537465E-6	-27.867479
1.53751E-6	-27.899492
1.537555E-6	-28.480176
1.5376E-6	-30.769115
1.537645E-6	-36.569855
1.53769E-6	-46.546263
1.537735E-6	-57.090754
1.53778E-6	-62.660007
1.537825E-6	-66.280091
1.53787E-6	-66.965879
1.537915E-6	-64.130753
1.53796E-6	-56.118988
1.538005E-6	-39.653715
1.53805E-6	-32.332898
1.538095E-6	-29.020489
1.53814E-6	-27.969671
1.538185E-6	-27.806775
1.53823E-6	-27.796304
1.538275E-6	-27.79369
1.53832E-6	-27.966951
1.538365E-6	-29.186527
1.53841E-6	-32.751509
1.538455E-6	-40.01392
1.5385E-6	-51.438756
1.538545E-6	-60.25028
1.53859E-6	-64.705696
1.538635E-6	-67.066374
1.53868E-6	-66.136794
1.538725E-6	-61.788141
1.53877E-6	-49.150664
1.538815E-6	-35.91082
1.53886E-6	-30.647951
1.538905E-6	-28.591778
1.53895E-6	-28.099486
1.538995E-6	-28.007935
1.53904E-6	-27.956087
1.539085E-6	-27.964232
1.53913E-6	-28.37137
1.539175E-6	-30.433514
1.53922E-6	-35.84359
1.539265E-6	-45.278289
1.53931E-6	-56.324577
1.539355E-6	-62.136746
1.5394E-6	-66.11366
1.539445E-6	-66.991872
1.53949E-6	-64.459957
1.539535E-6	-57.039933
1.53958E-6	-40.450343
1.539625E-6	-32.855026
1.53967E-6	-29.370422
1.539715E-6	-28.164455
1.53976E-6	-27.950665
1.539805E-6	-27.888795
1.53985E-6	-27.840982
1.539895E-6	-27.93444
1.53994E-6	-28.910969
1.539985E-6	-32.115488
1.54003E-6	-39.233596
1.540075E-6	-50.413883
1.54012E-6	-59.562449
1.540165E-6	-64.116162
1.54021E-6	-66.842395
1.540255E-6	-66.395959
1.5403E-6	-62.457281
1.540345E-6	-51.012748
1.54039E-6	-36.280091
1.540435E-6	-31.048538
1.54048E-6	-28.658229
1.540525E-6	-28.013429
1.54057E-6	-27.891466
1.540615E-6	-27.81202
1.54066E-6	-27.798919
1.540705E-6	-28.105097
1.54075E-6	-29.842212
1.540795E-6	-34.590452
1.54084E-6	-43.29847
1.540885E-6	-55.045944
1.54093E-6	-61.992829
1.540975E-6	-65.686362
1.54102E-6	-67.055338
1.541065E-6	-65.322439
1.54111E-6	-59.41574
1.541155E-6	-43.084765
1.5412E-6	-34.018664
1.541245E-6	-30.048476
1.54129E-6	-28.483238
1.541335E-6	-28.127614
1.54138E-6	-28.06041
1.541425E-6	-28.016179
1.54147E-6	-28.01893
1.541515E-6	-28.748442
1.54156E-6	-31.498441
1.541605E-6	-38.127614
1.54165E-6	-48.607508
1.541695E-6	-58.362425
1.54174E-6	-63.449577
1.541785E-6	-66.671577
1.54183E-6	-66.635403
1.541875E-6	-63.337629
1.54192E-6	-53.805936
1.541965E-6	-37.81202
1.54201E-6	-31.616547
1.542055E-6	-28.850556
1.5421E-6	-28.027194
1.542145E-6	-27.862167
1.54219E-6	-27.814645
1.542235E-6	-27.770236
1.54228E-6	-27.92635
1.542325E-6	-29.259153
1.54237E-6	-33.03731
1.542415E-6	-40.911398
1.54246E-6	-51.856858
1.542505E-6	-60.388163
1.54255E-6	-64.769042
1.542595E-6	-66.961562
1.54264E-6	-65.920995
1.542685E-6	-61.211911
1.54273E-6	-48.079904
1.542775E-6	-35.428754
1.54282E-6	-30.540885
1.542865E-6	-28.554258
1.54291E-6	-28.10229
1.542955E-6	-28.024438
1.543E-6	-27.975117
1.543045E-6	-27.950665
1.54309E-6	-28.303256
1.543135E-6	-30.269184
1.54318E-6	-35.285616
1.543225E-6	-44.806972
1.54327E-6	-55.898979
1.543315E-6	-62.571178
1.54336E-6	-65.919297
1.543405E-6	-66.8867
1.54345E-6	-64.545692
1.543495E-6	-57.481185
