Wavelength (nm)	Power (dBm)
1.525E-6	-48.093882
1.525045E-6	-47.969671
1.52509E-6	-47.856861
1.525135E-6	-47.75726
1.52518E-6	-47.642191
1.525225E-6	-47.537477
1.52527E-6	-47.411234
1.525315E-6	-47.316561
1.52536E-6	-47.212464
1.525405E-6	-47.110804
1.52545E-6	-46.998395
1.525495E-6	-46.897316
1.52554E-6	-46.781945
1.525585E-6	-46.685727
1.52563E-6	-46.591595
1.525675E-6	-46.50334
1.52572E-6	-46.40544
1.525765E-6	-46.302277
1.52581E-6	-46.219657
1.525855E-6	-46.151092
1.5259E-6	-46.058987
1.525945E-6	-46.024076
1.52599E-6	-45.929492
1.526035E-6	-45.833595
1.52608E-6	-45.75445
1.526125E-6	-45.687971
1.52617E-6	-45.643149
1.526215E-6	-45.52842
1.52626E-6	-45.466817
1.526305E-6	-45.37602
1.52635E-6	-45.284149
1.526395E-6	-45.205687
1.52644E-6	-45.104634
1.526485E-6	-45.037625
1.52653E-6	-44.970269
1.526575E-6	-44.92684
1.52662E-6	-44.859838
1.526665E-6	-44.813545
1.52671E-6	-44.782084
1.526755E-6	-44.721124
1.5268E-6	-44.676279
1.526845E-6	-44.649592
1.52689E-6	-44.574235
1.526935E-6	-44.523483
1.52698E-6	-44.440596
1.527025E-6	-44.383025
1.52707E-6	-44.299243
1.527115E-6	-44.243504
1.52716E-6	-44.183916
1.527205E-6	-44.124013
1.52725E-6	-44.078232
1.527295E-6	-44.028535
1.52734E-6	-44.034029
1.527385E-6	-43.952341
1.52743E-6	-43.941565
1.527475E-6	-43.951262
1.52752E-6	-43.938337
1.527565E-6	-43.897658
1.52761E-6	-43.904056
1.527655E-6	-43.860525
1.5277E-6	-43.832095
1.527745E-6	-43.789276
1.52779E-6	-43.761307
1.527835E-6	-43.708963
1.52788E-6	-43.634118
1.527925E-6	-43.610118
1.52797E-6	-43.577334
1.528015E-6	-43.574366
1.52806E-6	-43.551677
1.528105E-6	-43.523237
1.52815E-6	-43.510548
1.528195E-6	-43.520305
1.52824E-6	-43.537924
1.528285E-6	-43.553645
1.52833E-6	-43.560541
1.528375E-6	-43.562513
1.52842E-6	-43.581295
1.528465E-6	-43.578324
1.52851E-6	-43.530085
1.528555E-6	-43.549709
1.5286E-6	-43.513473
1.528645E-6	-43.486251
1.52869E-6	-43.439018
1.528735E-6	-43.382819
1.52878E-6	-43.409399
1.528825E-6	-43.411304
1.52887E-6	-43.398938
1.528915E-6	-43.389449
1.52896E-6	-43.434227
1.529005E-6	-43.463052
1.52905E-6	-43.496925
1.529095E-6	-43.5635
1.52914E-6	-43.570411
1.529185E-6	-43.567448
1.52923E-6	-43.557584
1.529275E-6	-43.586251
1.52932E-6	-43.557584
1.529365E-6	-43.548726
1.52941E-6	-43.553645
1.529455E-6	-43.463052
1.5295E-6	-43.442855
1.529545E-6	-43.457272
1.52959E-6	-43.461124
1.529635E-6	-43.46691
1.52968E-6	-43.495953
1.529725E-6	-43.476569
1.52977E-6	-43.520305
1.529815E-6	-43.584267
1.52986E-6	-43.670368
1.529905E-6	-43.666326
1.52995E-6	-43.673403
1.529995E-6	-43.684548
1.53004E-6	-43.695721
1.530085E-6	-43.716111
1.53013E-6	-43.692671
1.530175E-6	-43.652205
1.53022E-6	-43.611116
1.530265E-6	-43.545777
1.53031E-6	-43.590219
1.530355E-6	-43.586251
1.5304E-6	-43.598168
1.530445E-6	-43.590219
1.53049E-6	-43.586251
1.530535E-6	-43.658251
1.53058E-6	-43.721223
1.530625E-6	-43.775787
1.53067E-6	-43.809067
1.530715E-6	-43.817427
1.53076E-6	-43.795516
1.530805E-6	-43.78616
1.53085E-6	-43.808023
1.530895E-6	-43.825803
1.53094E-6	-43.796557
1.530985E-6	-43.746875
1.53103E-6	-43.7202
