Wavelength (nm)	Power (dBm)
1.525E-6	-72.549252
1.525045E-6	-72.491832
1.52509E-6	-73.060973
1.525135E-6	-74.940365
1.52518E-6	-78.639139
1.525225E-6	-81.085741
1.52527E-6	-82.560984
1.525315E-6	-82.954206
1.52536E-6	-84.508741
1.525405E-6	-84.981195
1.52545E-6	-83.030324
1.525495E-6	-77.368375
1.52554E-6	-73.694704
1.525585E-6	-72.012803
1.52563E-6	-71.387046
1.525675E-6	-71.266213
1.52572E-6	-71.109786
1.525765E-6	-70.878843
1.52581E-6	-70.804512
1.525855E-6	-71.060719
1.5259E-6	-72.555505
1.525945E-6	-76.245193
1.52599E-6	-80.516359
1.526035E-6	-82.304012
1.52608E-6	-82.939653
1.526125E-6	-83.628106
1.52617E-6	-85.184141
1.526215E-6	-82.25483
1.52626E-6	-76.983191
1.526305E-6	-72.843309
1.52635E-6	-70.844946
1.526395E-6	-69.93534
1.52644E-6	-69.825493
1.526485E-6	-69.657727
1.52653E-6	-69.685915
1.526575E-6	-69.558524
1.52662E-6	-69.625735
1.526665E-6	-71.075158
1.52671E-6	-73.544795
1.526755E-6	-78.996295
1.5268E-6	-81.66343
1.526845E-6	-83.078584
1.52689E-6	-83.481407
1.526935E-6	-86.294869
1.52698E-6	-82.239529
1.527025E-6	-78.887375
1.52707E-6	-72.640819
1.527115E-6	-69.905491
1.52716E-6	-68.897471
1.527205E-6	-68.582368
1.52725E-6	-68.501653
1.527295E-6	-68.392314
1.52734E-6	-68.368386
1.527385E-6	-68.437538
1.52743E-6	-69.19013
1.527475E-6	-71.753536
1.52752E-6	-76.281935
1.527565E-6	-80.437835
1.52761E-6	-83.623102
1.527655E-6	-82.932822
1.5277E-6	-83.955579
1.527745E-6	-83.345128
1.52779E-6	-79.821323
1.527835E-6	-72.87182
1.52788E-6	-69.476909
1.527925E-6	-67.966951
1.52797E-6	-67.672579
1.528015E-6	-67.4958
1.52806E-6	-67.498241
1.528105E-6	-67.432823
1.52815E-6	-67.476325
1.528195E-6	-68.021683
1.52824E-6	-69.825493
1.528285E-6	-73.82266
1.52833E-6	-79.266483
1.528375E-6	-82.043285
1.52842E-6	-83.460161
1.528465E-6	-82.496459
1.52851E-6	-79.969705
1.528555E-6	-70.799811
1.5286E-6	-54.73144
1.528645E-6	-46.895191
1.52869E-6	-43.231236
1.528735E-6	-42.302535
1.52878E-6	-42.046762
1.528825E-6	-41.944991
1.52887E-6	-41.860189
1.528915E-6	-41.99833
1.52896E-6	-43.498868
1.529005E-6	-47.670039
1.52905E-6	-56.375175
1.529095E-6	-64.799097
1.52914E-6	-72.563335
1.529185E-6	-78.262312
1.52923E-6	-80.35929
1.529275E-6	-80.13721
1.52932E-6	-74.137504
1.529365E-6	-59.208188
1.52941E-6	-48.53872
1.529455E-6	-43.823707
1.5295E-6	-42.382225
1.529545E-6	-42.04885
1.52959E-6	-41.876215
1.529635E-6	-41.808511
1.52968E-6	-41.807852
1.529725E-6	-42.656003
1.52977E-6	-45.751184
1.529815E-6	-52.237348
1.52986E-6	-61.163953
1.529905E-6	-69.991323
1.52995E-6	-76.369524
1.529995E-6	-79.863203
1.53004E-6	-80.118872
1.530085E-6	-76.499459
1.53013E-6	-64.143137
1.530175E-6	-50.718091
