Wavelength (nm)	Power (dBm)
1.525E-6	-48.136088
1.525045E-6	-48.038238
1.52509E-6	-47.956087
1.525135E-6	-47.90485
1.52518E-6	-47.838341
1.525225E-6	-47.762445
1.52527E-6	-47.662426
1.525315E-6	-47.574586
1.52536E-6	-47.478754
1.525405E-6	-47.384992
1.52545E-6	-47.274622
1.525495E-6	-47.130946
1.52554E-6	-46.970201
1.525585E-6	-46.823545
1.52563E-6	-46.722325
1.525675E-6	-46.613443
1.52572E-6	-46.513058
1.525765E-6	-46.424463
1.52581E-6	-46.346993
1.525855E-6	-46.289321
1.5259E-6	-46.305986
1.525945E-6	-46.317131
1.52599E-6	-46.294869
1.526035E-6	-46.247023
1.52608E-6	-46.170829
1.526125E-6	-46.120765
1.52617E-6	-46.0206
1.526215E-6	-45.955084
1.52626E-6	-45.803746
1.526305E-6	-45.595632
1.52635E-6	-45.419668
1.526395E-6	-45.307673
1.52644E-6	-45.212892
1.526485E-6	-45.155578
1.52653E-6	-45.120137
1.526575E-6	-45.064026
1.52662E-6	-45.026556
1.526665E-6	-45.089186
1.52671E-6	-45.199931
1.526755E-6	-45.224447
1.5268E-6	-45.198493
1.526845E-6	-45.175552
1.52689E-6	-45.080783
1.526935E-6	-45.05289
1.52698E-6	-44.983931
1.527025E-6	-44.87449
1.52707E-6	-44.648325
1.527115E-6	-44.408118
1.52716E-6	-44.27942
1.527205E-6	-44.19189
1.52725E-6	-44.163479
1.527295E-6	-44.134127
1.52734E-6	-44.084902
1.527385E-6	-44.05718
1.52743E-6	-44.156688
1.527475E-6	-44.354523
1.52752E-6	-44.509967
1.527565E-6	-44.53334
1.52761E-6	-44.491604
1.527655E-6	-44.446637
1.5277E-6	-44.432152
1.527745E-6	-44.405722
1.52779E-6	-44.316809
1.527835E-6	-44.064924
1.52788E-6	-43.779933
1.527925E-6	-43.615107
1.52797E-6	-43.556599
1.528015E-6	-43.532043
1.52806E-6	-43.54676
1.528105E-6	-43.537924
1.52815E-6	-43.511523
1.528195E-6	-43.587242
1.52824E-6	-43.855246
1.528285E-6	-44.070464
1.52833E-6	-44.15895
1.528375E-6	-44.17823
1.52842E-6	-44.156688
1.528465E-6	-44.112802
1.52851E-6	-44.133002
1.528555E-6	-44.086014
1.5286E-6	-43.856302
1.528645E-6	-43.533023
1.52869E-6	-43.332013
1.528735E-6	-43.250471
1.52878E-6	-43.272558
1.528825E-6	-43.214816
1.52887E-6	-43.235808
1.528915E-6	-43.2413
1.52896E-6	-43.323603
1.529005E-6	-43.543813
1.52905E-6	-43.884891
1.529095E-6	-44.027437
1.52914E-6	-44.060497
1.529185E-6	-44.03953
1.52923E-6	-44.031831
1.529275E-6	-44.045038
1.52932E-6	-44.050553
1.529365E-6	-43.870043
1.52941E-6	-43.599163
1.529455E-6	-43.27625
1.5295E-6	-43.196645
1.529545E-6	-43.154239
1.52959E-6	-43.180355
1.529635E-6	-43.18397
1.52968E-6	-43.155137
1.529725E-6	-43.211176
1.52977E-6	-43.417977
1.529815E-6	-43.776823
1.52986E-6	-44.002261
1.529905E-6	-44.025242
1.52995E-6	-44.011001
1.529995E-6	-44.040631
1.53004E-6	-44.066032
1.530085E-6	-44.069356
1.53013E-6	-43.980486
1.530175E-6	-43.683533
1.53022E-6	-43.367704
1.530265E-6	-43.20663
1.53031E-6	-43.177646
1.530355E-6	-43.197552
1.5304E-6	-43.216638
1.530445E-6	-43.16953
1.53049E-6	-43.230322
1.530535E-6	-43.411304
1.53058E-6	-43.715089
1.530625E-6	-43.984832
1.53067E-6	-44.098272
1.530715E-6	-44.100504
1.53076E-6	-44.104972
1.530805E-6	-44.129629
1.53085E-6	-44.134127
1.530895E-6	-44.104972
1.53094E-6	-43.893398
1.530985E-6	-43.557584
1.53103E-6	-43.305901
1.531075E-6	-43.281794
1.53112E-6	-43.279021
1.531165E-6	-43.307761
1.53121E-6	-43.308692
1.531255E-6	-43.296614
1.5313E-6	-43.406544
