Wavelength (nm)	Power (dBm)
1.525E-6	-61.526742
1.525045E-6	-61.539723
1.52509E-6	-62.071882
1.525135E-6	-64.019759
1.52518E-6	-67.806775
1.525225E-6	-71.011652
1.52527E-6	-72.78107
1.525315E-6	-73.014645
1.52536E-6	-73.068009
1.525405E-6	-72.714839
1.52545E-6	-71.214782
1.525495E-6	-66.036263
1.52554E-6	-62.468768
1.525585E-6	-60.831777
1.52563E-6	-60.360234
1.525675E-6	-60.158779
1.52572E-6	-60.014355
1.525765E-6	-59.821323
1.52581E-6	-59.714287
1.525855E-6	-60.057709
1.5259E-6	-61.665979
1.525945E-6	-65.334289
1.52599E-6	-69.854795
1.526035E-6	-72.401056
1.52608E-6	-72.755603
1.526125E-6	-72.831623
1.52617E-6	-72.710784
1.526215E-6	-71.664067
1.52626E-6	-65.965363
1.526305E-6	-61.735365
1.52635E-6	-59.665762
1.526395E-6	-58.968807
1.52644E-6	-58.78112
1.526485E-6	-58.696662
1.52653E-6	-58.598063
1.526575E-6	-58.535619
1.52662E-6	-58.712777
1.526665E-6	-59.922522
1.52671E-6	-62.965367
1.526755E-6	-67.93444
1.5268E-6	-71.385253
1.526845E-6	-72.594794
1.52689E-6	-72.786016
1.526935E-6	-72.609818
1.52698E-6	-71.902383
1.527025E-6	-66.476245
1.52707E-6	-61.382267
1.527115E-6	-58.784402
1.52716E-6	-57.77804
1.527205E-6	-57.554755
1.52725E-6	-57.456937
1.527295E-6	-57.396901
1.52734E-6	-57.347104
1.527385E-6	-57.444863
1.52743E-6	-58.380334
1.527475E-6	-60.866631
1.52752E-6	-65.540846
1.527565E-6	-70.055069
1.52761E-6	-72.35525
1.527655E-6	-72.396529
1.5277E-6	-72.348532
1.527745E-6	-72.209088
1.52779E-6	-68.241984
1.527835E-6	-61.741197
1.52788E-6	-58.344589
1.527925E-6	-56.912222
1.52797E-6	-56.593576
1.528015E-6	-56.513058
1.52806E-6	-56.458916
1.528105E-6	-56.390281
1.52815E-6	-56.434006
1.528195E-6	-57.044329
1.52824E-6	-59.115095
1.528285E-6	-63.083881
1.52833E-6	-68.582368
1.528375E-6	-71.444203
1.52842E-6	-71.793389
1.528465E-6	-70.996875
1.52851E-6	-67.56962
1.528555E-6	-59.714287
1.5286E-6	-42.826624
1.528645E-6	-35.787252
1.52869E-6	-32.458046
1.528735E-6	-31.35845
1.52878E-6	-31.074046
1.528825E-6	-30.915686
1.52887E-6	-30.795114
1.528915E-6	-30.925886
1.52896E-6	-32.212701
1.529005E-6	-36.039751
1.52905E-6	-44.112802
1.529095E-6	-55.803746
1.52914E-6	-62.173124
1.529185E-6	-67.788467
1.52923E-6	-69.829667
1.529275E-6	-68.761484
1.52932E-6	-63.00249
1.529365E-6	-48.563608
1.52941E-6	-37.126462
1.529455E-6	-33.148855
1.5295E-6	-31.46606
1.529545E-6	-31.02923
1.52959E-6	-30.888424
1.529635E-6	-30.797723
1.52968E-6	-30.758241
1.529725E-6	-31.499054
1.52977E-6	-34.32268
1.529815E-6	-40.317506
1.52986E-6	-51.238977
1.529905E-6	-61.145257
1.52995E-6	-66.236056
1.529995E-6	-69.542859
1.53004E-6	-69.229957
1.530085E-6	-65.21145
1.53013E-6	-53.329208
1.530175E-6	-39.193735
1.53022E-6	-34.072682
1.530265E-6	-31.766562
1.53031E-6	-31.113152
1.530355E-6	-30.90765
1.5304E-6	-30.854982
1.530445E-6	-30.777418
1.53049E-6	-31.080725
1.530535E-6	-32.909846
1.53058E-6	-37.599502
1.530625E-6	-46.771607
1.53067E-6	-58.079904
1.530715E-6	-64.084902
1.53076E-6	-68.569852
1.530805E-6	-69.763361
1.53085E-6	-66.808939
1.530895E-6	-59.041335
1.53094E-6	-42.109131
1.530985E-6	-35.439378
1.53103E-6	-32.188912
1.531075E-6	-31.230897
1.53112E-6	-30.971272
1.531165E-6	-30.935033
1.53121E-6	-30.867161
1.531255E-6	-31.006173
1.5313E-6	-32.223557
1.531345E-6	-35.793842
1.53139E-6	-43.089185
1.531435E-6	-55.195619
1.53148E-6	-61.944991
1.531525E-6	-67.544873
1.53157E-6	-69.718356
1.531615E-6	-68.392314
1.53166E-6	-63.065369
1.531705E-6	-48.431481
1.53175E-6	-37.113037
1.531795E-6	-32.955921
1.53184E-6	-31.284854
1.531885E-6	-30.914614
1.53193E-6	-30.861861
1.531975E-6	-30.802422
1.53202E-6	-30.847057
1.532065E-6	-31.436941
1.53211E-6	-33.858413
1.532155E-6	-39.625735
1.5322E-6	-49.586073
1.532245E-6	-59.909743
1.53229E-6	-65.491353
1.532335E-6	-69.143527
1.53238E-6	-69.329291
1.532425E-6	-65.687971
1.53247E-6	-54.975729
1.532515E-6	-39.621752
1.53256E-6	-34.021952
1.532605E-6	-31.652615
1.53265E-6	-30.970729
1.532695E-6	-30.870344
1.53274E-6	-30.897492
1.532785E-6	-30.941502
1.53283E-6	-31.247651
1.532875E-6	-32.856702
1.53292E-6	-37.263044
1.532965E-6	-45.793842
1.53301E-6	-57.20105
1.533055E-6	-63.491099
1.5331E-6	-68.428456
1.533145E-6	-69.804683
1.53319E-6	-67.983298
1.533235E-6	-61.753536
1.53328E-6	-46.703988
1.533325E-6	-36.19427
1.53337E-6	-32.639224
1.533415E-6	-31.223983
1.53346E-6	-30.996875
1.533505E-6	-31.036943
1.53355E-6	-31.084625
1.533595E-6	-31.203881
1.53364E-6	-32.12823
1.533685E-6	-34.989407
1.53373E-6	-41.288943
1.533775E-6	-52.168113
1.53382E-6	-61.748336
1.533865E-6	-66.755118
1.53391E-6	-69.718356
1.533955E-6	-69.161392
1.534E-6	-64.953932
1.534045E-6	-53.001623
1.53409E-6	-38.843895
1.534135E-6	-33.629107
1.53418E-6	-31.402015
1.534225E-6	-30.879374
1.53427E-6	-30.860273
1.534315E-6	-30.935033
1.53436E-6	-31.038597
1.534405E-6	-31.463626
1.53445E-6	-33.35452
1.534495E-6	-38.005191
1.53454E-6	-46.946486
1.534585E-6	-58.038238
1.53463E-6	-64.145393
1.534675E-6	-68.745187
1.53472E-6	-69.710223
1.534765E-6	-67.420815
1.53481E-6	-60.483711
1.534855E-6	-43.297541
1.5349E-6	-35.77082
1.534945E-6	-32.165967
1.53499E-6	-31.049644
1.535035E-6	-30.928037
1.53508E-6	-31.008364
1.535125E-6	-31.109225
1.53517E-6	-31.32238
1.535215E-6	-32.461872
1.53526E-6	-35.907433
1.535305E-6	-42.71565
1.53535E-6	-54.788619
1.535395E-6	-61.519341
1.53544E-6	-67.493361
1.535485E-6	-69.800533
1.53553E-6	-69.240882
1.535575E-6	-64.426131
1.53562E-6	-52.057909
1.535665E-6	-38.33866
1.53571E-6	-33.421795
1.535755E-6	-31.298303
1.5358E-6	-30.807127
1.535845E-6	-30.806604
1.53589E-6	-30.933956
1.535935E-6	-31.050197
1.53598E-6	-31.51503
1.536025E-6	-33.612113
1.53607E-6	-38.843895
1.536115E-6	-48.461851
1.53616E-6	-59.299621
1.536205E-6	-64.90932
1.53625E-6	-69.157813
1.536295E-6	-70.054189
1.53634E-6	-67.223908
1.536385E-6	-60.13721
