Wavelength (nm)	Noise Figure (dB)
1.529635E-6	7.389282
1.53121E-6	8.602222
1.532695E-6	8.521994
1.53427E-6	8.271698
1.5358E-6	7.797952
1.53742E-6	7.724418
1.539085E-6	7.628803
1.54066E-6	7.842852
1.542235E-6	8.093761
1.54381E-6	8.289962
1.54543E-6	8.474834
1.547005E-6	8.553414
1.54858E-6	8.593751
1.550155E-6	8.514798
1.55182E-6	8.751315
1.553395E-6	8.18115
1.55497E-6	8.857068
1.55659E-6	8.931455
1.558165E-6	9.163314
1.55983E-6	8.385111
1.561405E-6	8.474282
1.563025E-6	7.927686
1.564645E-6	7.430952
1.56631E-6	6.891562
