Wavelength (nm)	Noise Figure (dB)
1.52887E-6	4.135149
1.529635E-6	3.55819
1.530445E-6	4.178497
1.53121E-6	4.448592
1.531975E-6	3.623294
1.53274E-6	4.063252
1.53346E-6	4.042377
1.534225E-6	4.776516
1.535035E-6	4.089411
1.5358E-6	3.973961
1.53661E-6	4.090532
1.53742E-6	4.066768
1.53823E-6	4.042847
1.53904E-6	4.100616
1.53985E-6	4.087396
1.54066E-6	4.066288
1.541425E-6	3.528962
1.542235E-6	4.065771
1.543045E-6	4.106713
1.54381E-6	4.10224
1.54462E-6	4.066591
1.545385E-6	4.068952
1.546195E-6	4.168109
1.547005E-6	4.058606
1.547815E-6	4.029258
1.54858E-6	4.058293
1.54939E-6	4.142099
1.5502E-6	4.096111
1.55101E-6	4.040196
1.55182E-6	4.418313
1.55263E-6	4.028533
1.553395E-6	4.038429
1.554205E-6	4.04347
1.55497E-6	3.927293
1.555825E-6	4.170202
1.55659E-6	3.854979
1.557445E-6	4.043686
1.55821E-6	4.081041
1.558975E-6	4.082598
1.559785E-6	3.995555
1.560595E-6	3.975254
1.561405E-6	3.898565
1.562215E-6	3.779051
1.563025E-6	3.820074
1.563835E-6	3.771759
1.564645E-6	3.759511
1.5655E-6	3.071458
1.56631E-6	3.667198
