Wavelength (nm)	Noise Figure (dB)
1.52887E-6	11.616858
1.529635E-6	11.057875
1.530445E-6	12.2713
1.531165E-6	12.134398
1.53193E-6	12.370108
1.532695E-6	12.417197
1.53346E-6	12.220189
1.534225E-6	13.005671
1.535035E-6	11.649256
1.5358E-6	11.266649
1.53661E-6	10.94077
1.537465E-6	10.658174
1.53823E-6	10.572324
1.539085E-6	11.200385
1.53985E-6	10.689726
1.54066E-6	10.89869
1.541425E-6	11.07371
1.542235E-6	11.265302
1.543045E-6	11.460882
1.54381E-6	11.567687
1.54462E-6	11.69341
1.545385E-6	11.789082
1.546195E-6	11.862919
1.547005E-6	11.894949
1.54777E-6	11.930496
1.54858E-6	11.970759
1.54939E-6	11.994786
1.5502E-6	12.252918
1.55101E-6	12.073667
1.55182E-6	12.134191
1.55263E-6	12.16865
1.553395E-6	12.233252
1.554205E-6	12.287301
1.555015E-6	12.325761
1.555825E-6	12.398148
1.556635E-6	12.438323
1.557445E-6	12.427984
1.55821E-6	12.403337
1.55902E-6	12.00669
1.559785E-6	12.148496
1.560595E-6	11.93373
1.561405E-6	11.692635
1.562215E-6	11.368944
1.563025E-6	11.010763
1.563835E-6	10.621131
1.564645E-6	10.222831
1.565455E-6	9.788169
1.56631E-6	9.428722
