Wavelength (nm)	Noise Figure (dB)
1.529635E-6	5.570737
1.53121E-6	6.587666
1.53274E-6	6.608062
1.53427E-6	6.370149
1.5358E-6	6.010869
1.53742E-6	5.925561
1.539085E-6	6.072611
1.54066E-6	6.238462
1.542235E-6	6.41535
1.54381E-6	6.580157
1.545385E-6	6.660221
1.54696E-6	6.520679
1.548535E-6	6.957565
1.550155E-6	6.71251
1.551775E-6	6.558594
1.553395E-6	6.388359
1.55497E-6	7.021039
1.556635E-6	7.180896
1.55821E-6	7.160963
1.559785E-6	7.438289
1.561405E-6	6.744248
1.56307E-6	5.68175
1.564645E-6	5.916426
1.56631E-6	5.615223
