Wavelength (nm)	Noise Figure (dB)
1.52968E-6	4.365794
1.53121E-6	4.325502
1.532695E-6	4.249347
1.534225E-6	4.152532
1.5358E-6	4.142049
1.53742E-6	4.132679
1.539085E-6	4.596869
1.54066E-6	4.140301
1.542235E-6	4.165443
1.54381E-6	4.279663
1.545385E-6	3.745913
1.547005E-6	4.12777
1.54858E-6	4.115797
1.550155E-6	4.091411
1.55182E-6	4.09096
1.553395E-6	4.096753
1.555015E-6	4.058013
1.556635E-6	4.195067
1.55821E-6	4.052788
1.559785E-6	4.021171
1.561405E-6	3.962272
1.563025E-6	3.891086
1.564645E-6	3.836305
1.566265E-6	4.420903
