Wavelength (nm)	Noise Figure (dB)
1.52887E-6	4.652745
1.529635E-6	4.698226
1.530445E-6	4.807335
1.53121E-6	4.864152
1.53193E-6	4.767554
1.532695E-6	4.784275
1.533505E-6	4.154236
1.53427E-6	3.397168
1.535035E-6	4.775011
1.535845E-6	3.57485
1.53661E-6	4.645147
1.53742E-6	4.677566
1.53823E-6	4.720706
1.53904E-6	4.683762
1.53985E-6	4.733433
1.54066E-6	4.741716
1.54147E-6	5.403488
1.542235E-6	4.88686
1.543045E-6	4.869247
1.54381E-6	4.890622
1.54462E-6	4.90168
1.545385E-6	4.958545
1.546195E-6	4.973464
1.547005E-6	5.0054
1.547815E-6	5.020255
1.54858E-6	4.864436
1.54939E-6	5.07577
1.5502E-6	5.204841
1.55101E-6	5.311386
1.55182E-6	5.114081
1.552585E-6	5.097456
1.55344E-6	5.067884
1.55425E-6	5.14114
1.555015E-6	5.126722
1.555825E-6	5.18279
1.556635E-6	5.193681
1.557445E-6	5.192091
1.55821E-6	5.203416
1.558975E-6	5.162691
1.559785E-6	5.153568
1.560595E-6	5.065289
1.561405E-6	5.028581
1.562215E-6	4.928947
1.563025E-6	4.823396
1.563835E-6	4.699699
1.564645E-6	4.561635
1.5655E-6	3.601985
1.56631E-6	4.434442
