Wavelength (nm)	Noise Figure (dB)
1.52887E-6	5.129661
1.52968E-6	5.178944
1.530445E-6	5.274157
1.53121E-6	5.29265
1.531975E-6	5.309468
1.53274E-6	4.966715
1.53346E-6	5.027716
1.53427E-6	5.093093
1.535035E-6	4.958356
1.5358E-6	4.909806
1.53661E-6	4.878316
1.53742E-6	4.883096
1.538275E-6	5.181819
1.539085E-6	4.988916
1.53985E-6	5.002098
1.54066E-6	5.072416
1.541425E-6	5.105324
1.542235E-6	5.152062
1.543045E-6	5.235207
1.54381E-6	5.202629
1.54462E-6	5.231171
1.545385E-6	5.246149
1.546195E-6	5.291967
1.547005E-6	5.311676
1.547815E-6	5.700593
1.54858E-6	5.271184
1.54939E-6	5.294304
1.5502E-6	5.514165
1.55101E-6	5.405699
1.55182E-6	5.408954
1.55263E-6	5.468303
1.55344E-6	5.485834
1.55425E-6	5.527221
1.555015E-6	5.441846
1.555825E-6	5.454409
1.55659E-6	5.425193
1.5574E-6	5.463865
1.55821E-6	5.528112
1.558975E-6	5.412679
1.559785E-6	5.379815
1.560595E-6	5.299744
1.561405E-6	5.227712
1.562215E-6	5.115948
1.563025E-6	4.921072
1.563835E-6	4.775772
1.564645E-6	4.661667
1.5655E-6	4.627301
1.56631E-6	4.537095
