Wavelength (nm)	Noise Figure (dB)
1.52887E-6	4.567624
1.529635E-6	3.949879
1.530445E-6	4.721278
1.53121E-6	4.754055
1.531975E-6	4.870236
1.532695E-6	4.703277
1.533505E-6	4.058434
1.53427E-6	4.694303
1.535035E-6	4.604642
1.5358E-6	4.415071
1.53661E-6	4.601614
1.53742E-6	4.597197
1.538275E-6	4.594482
1.539085E-6	5.093134
1.53985E-6	4.676401
1.54066E-6	4.727481
1.541425E-6	4.746838
1.542235E-6	4.765682
1.543045E-6	4.816195
1.54381E-6	4.871196
1.54462E-6	4.885675
1.545385E-6	4.904837
1.546195E-6	4.972078
1.547005E-6	5.18877
1.54777E-6	4.914969
1.54858E-6	4.451982
1.54939E-6	5.048566
1.5502E-6	5.198126
1.550965E-6	4.736761
1.55182E-6	5.410725
1.55263E-6	5.074834
1.55344E-6	5.100197
1.554205E-6	5.061458
1.555015E-6	4.333445
1.55587E-6	5.962265
1.55659E-6	5.159058
1.557445E-6	5.150717
1.55821E-6	5.183094
1.558975E-6	5.155651
1.559785E-6	5.43612
1.560595E-6	5.02585
1.561405E-6	5.424426
1.562215E-6	4.885776
1.563025E-6	4.762946
1.563835E-6	4.643723
1.564645E-6	4.489232
1.5655E-6	3.472677
1.56631E-6	4.407728
