Wavelength (nm)	Noise Figure (dB)
1.52887E-6	7.848821
1.529635E-6	8.00294
1.530445E-6	8.340529
1.53121E-6	8.46913
1.531975E-6	8.489858
1.532695E-6	8.41047
1.53346E-6	8.320865
1.53427E-6	8.165412
1.535035E-6	8.034904
1.535845E-6	6.55923
1.53661E-6	7.63268
1.537465E-6	7.383095
1.538275E-6	7.423688
1.539085E-6	7.517338
1.53985E-6	7.527826
1.54066E-6	7.715575
1.541425E-6	7.83203
1.542235E-6	7.960401
1.543045E-6	8.128279
1.54381E-6	8.204664
1.54462E-6	8.293576
1.545385E-6	8.336573
1.546195E-6	8.4089
1.547005E-6	8.689464
1.54777E-6	8.058033
1.548535E-6	8.556616
1.549345E-6	8.496818
1.5502E-6	8.755224
1.55101E-6	8.642387
1.55182E-6	8.675127
1.55263E-6	8.745381
1.553395E-6	8.183138
1.554205E-6	8.804742
1.555015E-6	8.88135
1.55578E-6	8.772663
1.55659E-6	8.793221
1.5574E-6	8.912558
1.55821E-6	8.930517
1.558975E-6	9.189908
1.559785E-6	8.741607
1.560595E-6	8.578568
1.561405E-6	8.404529
1.562215E-6	8.139263
1.563025E-6	7.878428
1.563835E-6	7.584052
1.564645E-6	7.259975
1.565455E-6	7.074922
1.56631E-6	6.854523
