Wavelength (nm)	Channel Gain (dB)
1.52887E-6	11.446957
1.529635E-6	11.231051
1.530445E-6	10.914099
1.53121E-6	10.697013
1.531975E-6	10.604939
1.53274E-6	10.596954
1.53346E-6	10.356628
1.534225E-6	10.612104
1.535035E-6	10.686944
1.5358E-6	10.814159
1.53661E-6	10.968397
1.53742E-6	11.13276
1.538275E-6	11.241958
1.539085E-6	10.861825
1.53985E-6	11.268436
1.54066E-6	11.232897
1.541425E-6	11.206244
1.542235E-6	11.191096
1.543045E-6	11.13863
1.54381E-6	11.120891
1.54462E-6	11.093305
1.545385E-6	11.044357
1.546195E-6	11.033216
1.547005E-6	10.984272
1.54777E-6	10.976882
1.54858E-6	10.959344
1.549345E-6	10.983953
1.5502E-6	11.001123
1.55101E-6	11.004909
1.55182E-6	11.017673
1.55263E-6	11.040972
1.55344E-6	10.591727
1.554205E-6	11.044273
1.555015E-6	10.946729
1.555825E-6	11.068471
1.556635E-6	10.892997
1.557445E-6	11.087237
1.558165E-6	10.824281
1.558975E-6	10.817795
1.559785E-6	11.063154
1.560595E-6	10.837295
1.561405E-6	11.115463
1.562215E-6	11.172121
1.563025E-6	11.233679
1.563835E-6	11.312513
1.564645E-6	11.349166
1.565455E-6	11.369879
1.566265E-6	10.837462
