Wavelength (nm)	Noise Figure (dB)
1.52887E-6	4.206668
1.529635E-6	4.211976
1.530445E-6	4.26676
1.53121E-6	4.24706
1.531975E-6	4.25294
1.532695E-6	4.286152
1.53346E-6	4.489854
1.534225E-6	4.658986
1.535035E-6	4.078655
1.5358E-6	4.00258
1.53661E-6	4.054821
1.537375E-6	4.563697
1.538275E-6	4.286161
1.539085E-6	4.058413
1.53985E-6	4.053144
1.54066E-6	4.056661
1.541425E-6	4.029345
1.542235E-6	4.073388
1.543045E-6	4.08032
1.54381E-6	4.053527
1.54462E-6	4.031673
1.54543E-6	4.042043
1.546195E-6	4.109547
1.547005E-6	3.982303
1.54777E-6	4.011074
1.54858E-6	3.995156
1.54939E-6	4.0085
1.5502E-6	4.022955
1.55101E-6	4.004931
1.55182E-6	4.018333
1.55263E-6	3.989332
1.55344E-6	4.414244
1.554205E-6	3.930839
1.555015E-6	3.949889
1.555825E-6	4.089369
1.556635E-6	3.617042
1.5574E-6	3.946498
1.55821E-6	3.631626
1.558975E-6	3.92186
1.559785E-6	3.901556
1.560595E-6	3.887235
1.561405E-6	3.831391
1.562215E-6	3.809034
1.563025E-6	3.772304
1.563835E-6	3.733266
1.564645E-6	3.663995
1.565455E-6	3.674697
1.56631E-6	3.711286
