Wavelength (nm)	Noise Figure (dB)
1.529635E-6	8.597836
1.53121E-6	9.8867
1.532695E-6	9.810079
1.534225E-6	10.754659
1.5358E-6	8.876704
1.53742E-6	8.556003
1.539085E-6	8.5862
1.54066E-6	8.851174
1.542235E-6	9.131522
1.54381E-6	9.337551
1.545385E-6	9.515141
1.54696E-6	9.358449
1.54858E-6	9.668871
1.5502E-6	9.790177
1.55182E-6	9.880828
1.553395E-6	9.939288
1.555015E-6	10.041124
1.556635E-6	10.237674
1.55821E-6	9.871754
1.559785E-6	9.87125
1.561405E-6	9.477578
1.563025E-6	8.974457
1.564645E-6	8.27502
1.56631E-6	7.703107
