Wavelength (nm)	Channel Gain (dB)
1.52887E-6	17.15391
1.52968E-6	17.06898
1.530445E-6	16.942222
1.53121E-6	16.863072
1.531975E-6	16.850909
1.532695E-6	16.894922
1.53346E-6	16.975087
1.53427E-6	17.054776
1.535035E-6	17.165304
1.5358E-6	17.282513
1.53661E-6	17.468535
1.53742E-6	17.616062
1.538275E-6	17.54961
1.539085E-6	17.764364
1.53985E-6	17.781845
1.54066E-6	17.730262
1.541425E-6	18.181025
1.542235E-6	17.722752
1.543045E-6	17.670761
1.54381E-6	17.666276
1.54462E-6	17.647051
1.545385E-6	18.000895
1.546195E-6	17.528035
1.547005E-6	17.596301
1.54777E-6	17.920414
1.54858E-6	17.994483
1.54939E-6	17.619277
1.5502E-6	17.503972
1.55101E-6	17.649418
1.55182E-6	17.399902
1.55263E-6	17.707918
1.553395E-6	18.133532
1.554205E-6	17.729649
1.555015E-6	18.227776
1.555825E-6	17.762546
1.55659E-6	17.910839
1.557445E-6	17.765592
1.55821E-6	17.920322
1.55902E-6	17.774296
1.55983E-6	18.081837
1.560595E-6	17.841613
1.561405E-6	17.889331
1.562215E-6	17.957625
1.563025E-6	18.034914
1.563835E-6	18.105742
1.56469E-6	18.177226
1.5655E-6	18.235045
1.56631E-6	18.291784
