Wavelength (nm)	Channel Gain (dB)
1.52887E-6	21.74323
1.52968E-6	21.80201
1.530445E-6	21.759647
1.53121E-6	21.716229
1.531975E-6	21.591576
1.532695E-6	21.719733
1.53346E-6	21.772657
1.53427E-6	22.241295
1.535035E-6	21.852021
1.5358E-6	21.926669
1.53661E-6	22.007289
1.53742E-6	22.133626
1.53823E-6	22.416515
1.539085E-6	21.851413
1.53985E-6	22.198629
1.54066E-6	22.189475
1.541425E-6	22.14138
1.542235E-6	22.134249
1.543045E-6	22.159248
1.54381E-6	22.131629
1.54462E-6	22.107761
1.545385E-6	22.458369
1.546195E-6	21.942784
1.547005E-6	22.036416
1.547815E-6	21.688049
1.54858E-6	22.020924
1.54939E-6	22.020056
1.5502E-6	21.863659
1.55101E-6	22.067292
1.55182E-6	22.07516
1.55263E-6	22.070838
1.55344E-6	22.079128
1.554205E-6	22.075028
1.55506E-6	22.105897
1.555825E-6	22.078335
1.556635E-6	21.901523
1.557445E-6	22.092721
1.55821E-6	22.063968
1.55902E-6	22.337299
1.559785E-6	21.775316
1.560595E-6	22.085736
1.561405E-6	22.121674
1.562215E-6	22.166787
1.563025E-6	22.245335
1.563835E-6	22.31724
1.564645E-6	22.407961
1.5655E-6	22.432388
1.56631E-6	22.448491
