Wavelength (nm)	Channel Gain (dB)
1.52887E-6	13.864699
1.529635E-6	14.19562
1.530445E-6	13.508032
1.53121E-6	13.388758
1.531975E-6	13.356366
1.532695E-6	13.409666
1.53346E-6	13.492756
1.53427E-6	13.595326
1.535035E-6	13.744306
1.5358E-6	13.494159
1.53661E-6	14.125134
1.53742E-6	14.319545
1.538275E-6	14.260279
1.539085E-6	14.499002
1.53985E-6	14.501789
1.54066E-6	14.476802
1.541425E-6	14.919049
1.542235E-6	14.456023
1.543045E-6	14.421815
1.54381E-6	14.410107
1.54462E-6	14.377012
1.54543E-6	14.35986
1.546195E-6	14.349469
1.547005E-6	14.333031
1.54777E-6	14.645939
1.54858E-6	14.362149
1.54939E-6	14.320417
1.550155E-6	14.420947
1.55101E-6	14.437263
1.55182E-6	14.449569
1.55263E-6	14.47461
1.55344E-6	14.512266
1.55425E-6	14.076638
1.555015E-6	14.544477
1.555825E-6	14.559728
1.556635E-6	14.42821
1.5574E-6	14.586988
1.55821E-6	14.581647
1.55902E-6	14.909316
1.559785E-6	14.651669
1.56064E-6	14.982325
1.561405E-6	14.73501
1.562215E-6	14.816303
1.563025E-6	14.888093
1.563835E-6	14.996471
1.564645E-6	15.081943
1.5655E-6	15.143976
1.56631E-6	15.192998
