Wavelength (nm)	Noise Figure (dB)
1.52968E-6	4.960564
1.53121E-6	4.269515
1.53274E-6	4.253891
1.53427E-6	4.267536
1.5358E-6	4.124228
1.53742E-6	4.141242
1.539085E-6	4.178913
1.54066E-6	4.216541
1.542235E-6	4.181082
1.54381E-6	4.195245
1.54543E-6	4.64153
1.547005E-6	4.177393
1.54858E-6	4.159841
1.550155E-6	4.157241
1.55182E-6	4.186014
1.553395E-6	3.684216
1.555015E-6	4.113349
1.55659E-6	4.110241
1.558165E-6	4.266908
1.559785E-6	4.084641
1.561405E-6	4.046679
1.563025E-6	3.88461
1.564645E-6	3.840686
1.56631E-6	2.928073
