Wavelength (nm)	Noise Figure (dB)
1.52887E-6	9.034191
1.529635E-6	8.546256
1.530445E-6	9.595768
1.53121E-6	9.740972
1.53193E-6	9.666788
1.53274E-6	9.605097
1.53346E-6	9.562818
1.53427E-6	9.379122
1.535035E-6	9.190671
1.5358E-6	8.827984
1.53661E-6	8.685904
1.53742E-6	8.442079
1.53823E-6	8.137403
1.539085E-6	8.464698
1.53985E-6	8.516027
1.54066E-6	8.704643
1.541425E-6	8.849451
1.542235E-6	8.99587
1.543045E-6	9.184141
1.54381E-6	9.273312
1.54462E-6	9.377014
1.545385E-6	9.416831
1.546195E-6	9.511548
1.547005E-6	9.532091
1.547815E-6	9.986458
1.54858E-6	9.598269
1.54939E-6	9.669687
1.5502E-6	9.708135
1.55101E-6	9.740807
1.55182E-6	9.789577
1.55263E-6	9.866427
1.553395E-6	9.865631
1.554205E-6	9.929315
1.555015E-6	9.984541
1.55578E-6	9.893158
1.55659E-6	9.885589
1.557445E-6	10.100603
1.55821E-6	10.065801
1.55902E-6	9.665041
1.559785E-6	9.888349
1.560595E-6	9.696621
1.561405E-6	9.491762
1.562215E-6	9.205256
1.563025E-6	8.917199
1.563835E-6	8.615295
1.564645E-6	8.278112
1.565455E-6	7.940677
1.56631E-6	7.665559
