Wavelength (nm)	Noise Figure (dB)
1.529635E-6	4.449682
1.53121E-6	4.419722
1.532695E-6	4.32167
1.534225E-6	4.225517
1.5358E-6	4.17079
1.53742E-6	4.18614
1.539085E-6	4.656071
1.54066E-6	4.256524
1.542235E-6	4.506348
1.54381E-6	4.210732
1.545385E-6	4.174865
1.547005E-6	4.433379
1.54858E-6	4.16635
1.550155E-6	3.966334
1.55182E-6	4.155968
1.553395E-6	4.136574
1.555015E-6	4.134947
1.55659E-6	4.064369
1.558165E-6	4.344656
1.559785E-6	4.334026
1.561405E-6	3.988931
1.563025E-6	3.913391
1.564645E-6	3.803362
1.56631E-6	3.801789
