Wavelength (nm)	Channel Gain (dB)
1.52887E-6	28.405119
1.529635E-6	28.490094
1.530445E-6	28.381865
1.53121E-6	28.311528
1.531975E-6	28.24956
1.532695E-6	28.141533
1.53346E-6	27.817928
1.534225E-6	27.524524
1.535035E-6	27.749517
1.5358E-6	27.627131
1.53661E-6	27.526236
1.537375E-6	27.085064
1.538275E-6	27.239072
1.539085E-6	27.407939
1.53985E-6	27.350592
1.54066E-6	27.266706
1.541425E-6	27.254054
1.542235E-6	27.193889
1.543045E-6	27.152877
1.54381E-6	27.106839
1.54462E-6	27.070343
1.54543E-6	26.986283
1.546195E-6	26.806715
1.547005E-6	26.862859
1.54777E-6	26.788507
1.54858E-6	26.749535
1.54939E-6	26.714298
1.5502E-6	26.682892
1.55101E-6	26.667585
1.55182E-6	26.622801
1.55263E-6	26.614833
1.55344E-6	26.166002
1.554205E-6	26.56982
1.555015E-6	26.540649
1.555825E-6	26.361303
1.556635E-6	26.606746
1.5574E-6	26.443411
1.55821E-6	26.682453
1.558975E-6	26.352827
1.559785E-6	26.310349
1.560595E-6	26.268018
1.561405E-6	26.248541
1.562215E-6	26.226579
1.563025E-6	26.232689
1.563835E-6	26.263964
1.564645E-6	26.243397
1.565455E-6	26.190468
1.56631E-6	26.119139
