Wavelength (nm)	Noise Figure (dB)
1.529635E-6	4.909584
1.53121E-6	5.860264
1.532695E-6	5.836934
1.53427E-6	3.697128
1.5358E-6	5.450001
1.53742E-6	5.427557
1.539085E-6	5.569006
1.54066E-6	5.655968
1.542235E-6	5.797332
1.54381E-6	5.913335
1.545385E-6	5.975441
1.547005E-6	6.21938
1.548535E-6	6.23873
1.5502E-6	6.188166
1.55182E-6	6.209067
1.55344E-6	6.314236
1.55497E-6	6.303552
1.55659E-6	6.26678
1.55821E-6	6.365054
1.559785E-6	6.646008
1.561405E-6	5.974048
1.563025E-6	5.691585
1.564645E-6	5.318385
1.56631E-6	5.14545
