Wavelength (nm)	Noise Figure (dB)
1.52887E-6	4.217253
1.52968E-6	4.276284
1.530445E-6	4.279087
1.53121E-6	4.281827
1.531975E-6	4.234232
1.532695E-6	4.138079
1.53346E-6	4.11615
1.534225E-6	4.610991
1.535035E-6	4.003759
1.5358E-6	3.936679
1.53661E-6	3.982057
1.53742E-6	3.977012
1.538185E-6	4.109835
1.539085E-6	4.011436
1.53985E-6	4.023563
1.54066E-6	4.022661
1.541425E-6	4.002046
1.542235E-6	4.028837
1.543045E-6	4.052875
1.54381E-6	4.00945
1.54462E-6	4.009245
1.54543E-6	3.985438
1.546195E-6	3.94294
1.547005E-6	3.951853
1.54777E-6	3.619067
1.54858E-6	3.922177
1.549345E-6	3.915777
1.550155E-6	3.899073
1.55101E-6	4.204342
1.55182E-6	3.988631
1.55263E-6	3.978457
1.55344E-6	3.954945
1.554205E-6	3.93726
1.555015E-6	3.967194
1.555825E-6	3.912365
1.556635E-6	4.015032
1.5574E-6	3.709795
1.55821E-6	3.883072
1.558975E-6	4.168985
1.559785E-6	3.841693
1.560595E-6	3.839187
1.561405E-6	3.802351
1.562215E-6	3.796866
1.563025E-6	3.748751
1.563835E-6	3.700973
1.564645E-6	3.674091
1.565455E-6	3.635065
1.56631E-6	3.656089
