Wavelength (nm)	Noise Figure (dB)
1.52887E-6	4.35518
1.52968E-6	4.44887
1.530445E-6	4.508735
1.53121E-6	4.473962
1.531975E-6	4.585609
1.53274E-6	4.254987
1.53346E-6	4.4192
1.53427E-6	3.099892
1.535035E-6	4.407365
1.5358E-6	4.206678
1.53661E-6	4.381697
1.53742E-6	4.435267
1.53823E-6	4.409842
1.539085E-6	4.452618
1.53985E-6	4.43316
1.54066E-6	4.456726
1.54147E-6	5.125706
1.542235E-6	4.546829
1.543045E-6	5.021299
1.54381E-6	4.584937
1.54462E-6	4.922665
1.545385E-6	4.119764
1.546195E-6	4.620643
1.547005E-6	4.618181
1.54777E-6	4.217943
1.54858E-6	4.556463
1.54939E-6	4.645243
1.5502E-6	4.690032
1.55101E-6	4.958369
1.55182E-6	5.080988
1.552585E-6	4.712813
1.553395E-6	4.173291
1.55425E-6	4.742783
1.555015E-6	4.750144
1.555825E-6	4.761713
1.55659E-6	4.767775
1.557445E-6	4.800413
1.55821E-6	4.840085
1.55902E-6	4.794374
1.559785E-6	4.743138
1.560595E-6	5.046918
1.561405E-6	4.650502
1.562215E-6	4.526825
1.563025E-6	4.494467
1.563835E-6	4.420514
1.564645E-6	4.235256
1.565455E-6	4.153828
1.56631E-6	4.23165
