Wavelength (nm)	Noise Figure (dB)
1.52968E-6	4.558606
1.53121E-6	4.555187
1.532695E-6	4.393561
1.53427E-6	4.321538
1.5358E-6	4.177326
1.53742E-6	4.225595
1.539085E-6	4.265398
1.54066E-6	4.256062
1.542235E-6	4.255441
1.54381E-6	4.223574
1.54543E-6	4.622107
1.547005E-6	4.1718
1.54858E-6	4.156567
1.5502E-6	4.294545
1.55182E-6	4.118053
1.553395E-6	3.651514
1.555015E-6	4.087996
1.55659E-6	4.054151
1.55821E-6	4.099193
1.559785E-6	4.022615
1.561405E-6	4.002228
1.563025E-6	3.930783
1.564645E-6	3.813844
1.56631E-6	3.806953
