Wavelength (nm)	Noise Figure (dB)
1.529635E-6	5.231018
1.53121E-6	5.996942
1.53274E-6	5.799888
1.53427E-6	4.563859
1.535845E-6	4.366929
1.53742E-6	5.539963
1.539085E-6	5.620052
1.54066E-6	5.709047
1.542235E-6	5.847702
1.54381E-6	5.982816
1.54543E-6	6.12157
1.547005E-6	6.073214
1.548535E-6	6.278634
1.5502E-6	6.371676
1.55182E-6	6.279521
1.553395E-6	5.760958
1.555015E-6	6.356695
1.556635E-6	6.399435
1.55821E-6	6.219628
1.559785E-6	6.326102
1.561405E-6	6.560315
1.563025E-6	5.82669
1.564645E-6	5.448948
1.56631E-6	5.232045
