Wavelength (nm)	Noise Figure (dB)
1.52887E-6	10.126273
1.529635E-6	10.362461
1.530445E-6	10.69966
1.53121E-6	10.914085
1.531975E-6	10.934075
1.532695E-6	11.027933
1.53346E-6	10.698337
1.534225E-6	10.393245
1.535035E-6	10.230048
1.5358E-6	9.902265
1.53661E-6	9.677764
1.53742E-6	9.428929
1.53823E-6	9.049718
1.53904E-6	8.749568
1.53985E-6	9.460161
1.540615E-6	9.191847
1.541425E-6	9.838893
1.542235E-6	10.016372
1.543045E-6	10.185052
1.54381E-6	10.302806
1.54462E-6	10.405695
1.545385E-6	10.481651
1.546195E-6	10.569314
1.547005E-6	10.643647
1.54777E-6	10.620905
1.54858E-6	10.670913
1.54939E-6	10.708794
1.5502E-6	10.764975
1.55101E-6	10.800123
1.551775E-6	10.40717
1.55263E-6	10.923688
1.553395E-6	10.936242
1.55425E-6	11.769332
1.555015E-6	11.074438
1.555825E-6	11.113706
1.556635E-6	11.298034
1.557445E-6	11.35247
1.55821E-6	10.919022
1.558975E-6	11.038487
1.559785E-6	10.927535
1.560595E-6	11.065312
1.561405E-6	10.482886
1.562215E-6	10.216538
1.563025E-6	9.880648
1.563835E-6	9.540128
1.564645E-6	9.140266
1.565455E-6	8.720239
1.56631E-6	8.40158
