Wavelength (nm)	Noise Figure (dB)
1.52887E-6	11.040414
1.529635E-6	10.442123
1.530445E-6	11.609503
1.53121E-6	11.778738
1.531975E-6	11.749681
1.532695E-6	11.638403
1.53346E-6	11.396931
1.53427E-6	11.139432
1.535035E-6	10.78898
1.5358E-6	10.316776
1.53661E-6	10.070691
1.53742E-6	9.788345
1.538275E-6	9.911887
1.539085E-6	9.67903
1.53985E-6	9.750633
1.54066E-6	9.897622
1.541425E-6	10.064679
1.542235E-6	10.249365
1.543045E-6	10.441875
1.54381E-6	10.538378
1.54462E-6	10.628293
1.545385E-6	10.655189
1.546195E-6	10.724393
1.547005E-6	10.717087
1.54777E-6	10.290229
1.54858E-6	10.764872
1.549345E-6	10.750083
1.5502E-6	10.835775
1.55101E-6	10.870817
1.55182E-6	10.896008
1.55263E-6	10.938734
1.553395E-6	10.211295
1.554205E-6	10.152193
1.555015E-6	11.059109
1.555825E-6	11.096879
1.556635E-6	11.122972
1.5574E-6	10.961268
1.55821E-6	11.107802
1.55902E-6	10.633184
1.559785E-6	10.849365
1.56064E-6	10.257234
1.561405E-6	10.391406
1.562215E-6	10.052947
1.563025E-6	9.705546
1.563835E-6	9.26763
1.564645E-6	8.890938
1.5655E-6	7.074605
1.56631E-6	8.164478
