Wavelength (nm)	Noise Figure (dB)
1.52887E-6	11.247794
1.529635E-6	10.68605
1.530445E-6	11.873382
1.53121E-6	12.017919
1.531975E-6	12.171145
1.532695E-6	11.958773
1.53346E-6	12.34005
1.53427E-6	11.493026
1.535035E-6	11.171703
1.5358E-6	10.7319
1.53661E-6	10.467127
1.53742E-6	10.192279
1.538275E-6	10.106418
1.53904E-6	9.476796
1.53985E-6	10.173446
1.54066E-6	10.398937
1.541425E-6	10.556065
1.542235E-6	10.746946
1.543045E-6	10.92136
1.54381E-6	11.000291
1.54462E-6	11.133886
1.545385E-6	10.5634
1.546195E-6	11.264957
1.54696E-6	11.00555
1.54777E-6	11.328431
1.548535E-6	11.306085
1.54939E-6	11.445919
1.5502E-6	11.421752
1.55101E-6	11.484383
1.55182E-6	11.515478
1.55263E-6	11.560621
1.55344E-6	12.278553
1.554205E-6	11.643737
1.555015E-6	11.705552
1.555825E-6	11.869824
1.556635E-6	11.787035
1.557445E-6	11.961632
1.55821E-6	11.752295
1.558975E-6	11.99039
1.559785E-6	11.495642
1.560595E-6	11.286069
1.561405E-6	11.030931
1.562215E-6	10.738858
1.563025E-6	10.367914
1.563835E-6	9.938518
1.564645E-6	9.522878
1.565455E-6	9.147267
1.56631E-6	8.790338
