Wavelength (nm)	Noise Figure (dB)
1.529635E-6	9.762615
1.53121E-6	10.2484
1.532695E-6	10.337582
1.534225E-6	10.728235
1.5358E-6	9.198065
1.53742E-6	8.746788
1.539085E-6	8.737827
1.54066E-6	9.003617
1.542235E-6	9.287998
1.54381E-6	9.509288
1.54543E-6	9.707913
1.54696E-6	9.532613
1.54858E-6	9.731826
1.5502E-6	9.941196
1.551775E-6	9.608459
1.55344E-6	10.138049
1.555015E-6	10.171134
1.556635E-6	10.253844
1.55821E-6	10.198575
1.559785E-6	10.003558
1.561405E-6	9.621148
1.563025E-6	8.997191
1.564645E-6	8.335187
1.56631E-6	7.800452
