Wavelength (nm)	Noise Figure (dB)
1.52887E-6	4.286759
1.52968E-6	4.915794
1.530445E-6	4.382735
1.53121E-6	4.353204
1.531975E-6	4.46667
1.532695E-6	4.328074
1.53346E-6	4.281098
1.53427E-6	4.296407
1.535035E-6	4.277637
1.5358E-6	4.124265
1.53661E-6	4.286296
1.53742E-6	3.264687
1.53823E-6	4.02527
1.539085E-6	4.274541
1.53985E-6	4.290191
1.54066E-6	4.308953
1.541425E-6	4.330375
1.542235E-6	4.342726
1.543045E-6	4.797124
1.54381E-6	4.383081
1.544575E-6	4.426747
1.545385E-6	3.953342
1.546195E-6	4.420584
1.547005E-6	4.438205
1.54777E-6	4.050107
1.54858E-6	4.405231
1.549345E-6	4.350929
1.5502E-6	4.460683
1.55101E-6	4.479983
1.55182E-6	4.486586
1.55263E-6	4.476909
1.55344E-6	4.988002
1.554205E-6	4.471495
1.555015E-6	4.443649
1.55578E-6	4.353553
1.556635E-6	4.471827
1.5574E-6	3.807183
1.55821E-6	4.219238
1.558975E-6	4.85285
1.559785E-6	4.472601
1.560595E-6	4.429162
1.561405E-6	4.394637
1.562215E-6	4.31278
1.563025E-6	4.263984
1.563835E-6	4.20685
1.564645E-6	4.097973
1.5655E-6	3.32029
1.56631E-6	4.026885
