Wavelength (nm)	Channel Gain (dB)
1.52887E-6	14.92215
1.52968E-6	14.339545
1.530445E-6	14.620204
1.53121E-6	14.497845
1.531975E-6	14.474409
1.532695E-6	14.44946
1.53346E-6	14.599181
1.53427E-6	14.711818
1.535035E-6	14.830984
1.535845E-6	15.433204
1.53661E-6	15.196473
1.53742E-6	15.385632
1.538275E-6	15.326136
1.539085E-6	15.565577
1.53985E-6	15.567748
1.54066E-6	15.534779
1.541425E-6	15.520567
1.542235E-6	15.508596
1.543045E-6	15.496808
1.54381E-6	15.479252
1.54462E-6	15.466269
1.54543E-6	15.055235
1.546195E-6	15.42199
1.547005E-6	15.408821
1.54777E-6	15.711351
1.54858E-6	15.425472
1.549345E-6	15.453756
1.5502E-6	15.481291
1.55101E-6	15.50267
1.55182E-6	15.536508
1.55263E-6	15.548716
1.55344E-6	15.565856
1.554205E-6	15.582264
1.555015E-6	15.575569
1.555825E-6	15.597558
1.556635E-6	15.484965
1.5574E-6	15.794045
1.55821E-6	15.659768
1.55902E-6	15.950966
1.559785E-6	15.688784
1.560595E-6	15.728225
1.561405E-6	15.78662
1.562215E-6	15.854559
1.563025E-6	15.940166
1.563835E-6	16.046187
1.564645E-6	16.113912
1.5655E-6	16.169988
1.56631E-6	16.214709
