Wavelength (nm)	Channel Gain (dB)
1.52887E-6	18.403408
1.52968E-6	18.31477
1.530445E-6	18.083727
1.53121E-6	17.943733
1.531975E-6	18.39805
1.532695E-6	17.785005
1.53346E-6	17.871264
1.53427E-6	17.888464
1.535035E-6	17.922783
1.5358E-6	17.983003
1.53661E-6	18.102553
1.53742E-6	18.215735
1.53823E-6	18.515071
1.53904E-6	18.334513
1.53985E-6	18.31347
1.54066E-6	18.293907
1.541425E-6	18.718706
1.542235E-6	18.221462
1.543045E-6	18.196158
1.54381E-6	18.151144
1.54462E-6	18.112579
1.54543E-6	18.073372
1.546195E-6	18.02046
1.547005E-6	17.776455
1.547815E-6	17.646763
1.54858E-6	17.948783
1.54939E-6	17.966069
1.5502E-6	17.960248
1.55101E-6	17.978046
1.55182E-6	17.98121
1.55263E-6	18.006409
1.55344E-6	17.986536
1.554205E-6	17.980017
1.55497E-6	18.050498
1.555825E-6	17.861734
1.556635E-6	17.967716
1.557445E-6	17.790754
1.55821E-6	17.953958
1.558975E-6	17.9191
1.559785E-6	17.915957
1.560595E-6	17.92303
1.561405E-6	17.945424
1.562215E-6	17.975995
1.563025E-6	18.039899
1.563835E-6	18.108213
1.564645E-6	18.138018
1.565455E-6	18.168062
1.56631E-6	18.174518
