Wavelength (nm)	Noise Figure (dB)
1.529635E-6	11.444199
1.53121E-6	12.832347
1.532695E-6	12.743336
1.53427E-6	10.79131
1.5358E-6	11.408777
1.53742E-6	10.911429
1.539085E-6	11.448211
1.54066E-6	11.616977
1.542235E-6	11.517962
1.54381E-6	11.770875
1.545385E-6	11.961252
1.547005E-6	12.353451
1.548535E-6	12.201357
1.5502E-6	12.21159
1.55182E-6	12.315954
1.553395E-6	12.371745
1.555015E-6	11.557372
1.556635E-6	12.752099
1.55821E-6	12.117644
1.559785E-6	12.268223
1.561405E-6	11.820663
1.563025E-6	11.126868
1.564645E-6	10.306549
1.56631E-6	9.53665
