Wavelength (nm)	Channel Gain (dB)
1.52887E-6	13.415315
1.529635E-6	13.175619
1.530445E-6	12.874576
1.53121E-6	12.653458
1.531975E-6	12.595913
1.532695E-6	12.563452
1.53346E-6	12.584381
1.534225E-6	12.632731
1.535035E-6	12.713045
1.5358E-6	12.819748
1.53661E-6	12.971613
1.53742E-6	13.114687
1.538275E-6	13.232688
1.539085E-6	13.266782
1.53985E-6	13.250166
1.54066E-6	13.225099
1.541425E-6	13.189818
1.542235E-6	13.161002
1.543045E-6	13.125209
1.54381E-6	13.101076
1.54462E-6	13.053745
1.545385E-6	13.019893
1.546195E-6	12.968558
1.547005E-6	12.942826
1.54777E-6	13.257905
1.548535E-6	12.941358
1.54939E-6	12.928697
1.5502E-6	12.762745
1.55101E-6	12.954519
1.55182E-6	12.966668
1.55263E-6	12.96574
1.553395E-6	12.977052
1.554205E-6	12.985288
1.555015E-6	12.995703
1.55578E-6	13.144033
1.55659E-6	13.01171
1.5574E-6	13.006379
1.55821E-6	13.007416
1.558975E-6	12.725294
1.55983E-6	13.000777
1.560595E-6	12.754499
1.561405E-6	13.041041
1.562215E-6	13.075394
1.563025E-6	13.135997
1.563835E-6	13.189043
1.564645E-6	13.236095
1.565455E-6	13.279149
1.56631E-6	13.278787
