Wavelength (nm)	Channel Gain (dB)
1.529635E-6	13.107948
1.53121E-6	12.617153
1.532695E-6	12.468714
1.53427E-6	12.611715
1.5358E-6	12.804889
1.53742E-6	13.559687
1.539085E-6	12.892756
1.54066E-6	13.256129
1.542235E-6	13.204474
1.54381E-6	13.130108
1.545385E-6	13.060128
1.547005E-6	12.988343
1.54858E-6	12.959934
1.550155E-6	13.175622
1.55182E-6	13.010844
1.553395E-6	13.456136
1.555015E-6	13.052182
1.55659E-6	13.22185
1.55821E-6	13.055766
1.55983E-6	13.293794
1.561405E-6	13.093429
1.563025E-6	13.183362
1.564645E-6	13.292734
1.56631E-6	13.312117
