Wavelength (nm)	Noise Figure (dB)
1.52887E-6	6.137113
1.52968E-6	6.311392
1.530445E-6	6.419116
1.53121E-6	6.757418
1.531975E-6	6.533596
1.532695E-6	6.459405
1.53346E-6	6.313666
1.53427E-6	6.320842
1.535035E-6	6.199205
1.5358E-6	6.029118
1.53661E-6	5.9676
1.53742E-6	5.911727
1.538275E-6	5.904722
1.53904E-6	5.467067
1.53985E-6	6.015073
1.54066E-6	6.161452
1.541425E-6	6.221335
1.542235E-6	6.296465
1.543045E-6	6.407984
1.54381E-6	6.446896
1.54462E-6	6.535396
1.545385E-6	6.086592
1.546195E-6	6.632596
1.547005E-6	6.887651
1.54777E-6	6.324177
1.54858E-6	6.707986
1.54939E-6	6.74232
1.550155E-6	6.60377
1.55101E-6	6.80799
1.55182E-6	6.858153
1.55263E-6	6.911631
1.55344E-6	6.955492
1.554205E-6	6.944876
1.555015E-6	6.989141
1.555825E-6	7.084603
1.55659E-6	6.93056
1.557445E-6	7.178706
1.55821E-6	7.076828
1.55902E-6	7.054617
1.559785E-6	6.958158
1.560595E-6	7.24958
1.561405E-6	6.706983
1.562215E-6	6.500938
1.563025E-6	6.314993
1.563835E-6	6.1067
1.564645E-6	6.714492
1.565455E-6	6.620082
1.56631E-6	5.588561
