Wavelength (nm)	Noise Figure (dB)
1.529635E-6	4.06933
1.53121E-6	4.88888
1.532695E-6	4.857419
1.53427E-6	4.795141
1.5358E-6	4.513651
1.53742E-6	4.687198
1.53904E-6	4.216943
1.54066E-6	4.825184
1.542235E-6	5.139838
1.54381E-6	4.90331
1.545385E-6	4.994655
1.54696E-6	4.770167
1.54858E-6	4.462984
1.5502E-6	5.032411
1.55182E-6	5.086201
1.553395E-6	5.117767
1.555015E-6	5.109213
1.556635E-6	5.181358
1.55821E-6	5.165242
1.559785E-6	5.101295
1.561405E-6	5.013305
1.563025E-6	4.796131
1.564645E-6	4.546527
1.56631E-6	4.405823
