Wavelength (nm)	Noise Figure (dB)
1.529635E-6	6.51917
1.53121E-6	7.588628
1.53274E-6	7.248272
1.53427E-6	7.270726
1.5358E-6	6.893278
1.537465E-6	6.572495
1.539085E-6	7.287872
1.54066E-6	6.980678
1.542235E-6	7.184698
1.54381E-6	7.347299
1.54543E-6	8.017652
1.547005E-6	7.592037
1.54858E-6	7.6166
1.5502E-6	7.72541
1.55182E-6	7.780283
1.55344E-6	7.929709
1.555015E-6	7.931383
1.55659E-6	7.94388
1.55821E-6	7.975015
1.559785E-6	8.245206
1.561405E-6	7.508696
1.563025E-6	7.067672
1.564645E-6	6.522887
1.56631E-6	6.176155
