Wavelength (nm)	Noise Figure (dB)
1.52887E-6	8.504442
1.529635E-6	7.855715
1.530445E-6	8.97095
1.53121E-6	9.117973
1.53193E-6	9.043547
1.532695E-6	9.30945
1.53346E-6	8.911101
1.53427E-6	8.778676
1.535035E-6	8.53865
1.5358E-6	8.149043
1.53661E-6	8.052651
1.53742E-6	7.881706
1.538275E-6	7.818172
1.53904E-6	7.27888
1.53985E-6	7.950765
1.54066E-6	8.074125
1.541425E-6	8.215068
1.542235E-6	8.364079
1.543045E-6	8.50302
1.54381E-6	8.627327
1.54462E-6	8.681984
1.545385E-6	8.73264
1.546195E-6	8.832058
1.547005E-6	8.854457
1.54777E-6	8.847948
1.54858E-6	8.89591
1.549345E-6	8.903939
1.5502E-6	9.015833
1.55101E-6	9.012747
1.55182E-6	9.083788
1.55263E-6	9.152979
1.55344E-6	9.189793
1.554205E-6	9.182619
1.55497E-6	9.16592
1.555825E-6	9.304579
1.556635E-6	9.443003
1.5574E-6	9.136863
1.55821E-6	9.300663
1.55902E-6	9.242871
1.559785E-6	9.481117
1.560595E-6	9.303147
1.561405E-6	8.721131
1.562215E-6	8.489458
1.563025E-6	8.227417
1.563835E-6	7.886146
1.564645E-6	7.547761
1.565455E-6	7.181552
1.56631E-6	6.958431
