Wavelength (nm)	Noise Figure (dB)
1.529635E-6	15.87982
1.53121E-6	16.429784
1.532695E-6	16.29897
1.534225E-6	15.549145
1.5358E-6	14.572252
1.537465E-6	12.65203
1.53904E-6	12.995931
1.54066E-6	13.95399
1.542235E-6	14.345106
1.54381E-6	14.645484
1.545385E-6	14.846254
1.547005E-6	15.230581
1.54858E-6	14.950491
1.550155E-6	14.771216
1.55182E-6	15.063785
1.553395E-6	15.156141
1.555015E-6	15.344924
1.55659E-6	15.295532
1.558165E-6	15.300506
1.559785E-6	14.964654
1.561405E-6	14.4134
1.563025E-6	13.634207
1.564645E-6	12.677601
1.56631E-6	10.480641
