Wavelength (nm)	Channel Gain (dB)
1.52887E-6	16.443704
1.52968E-6	16.324347
1.530445E-6	16.133976
1.53121E-6	15.991608
1.531975E-6	15.935233
1.532695E-6	15.93607
1.53346E-6	15.977415
1.53427E-6	16.028476
1.535035E-6	16.098075
1.5358E-6	16.214882
1.53661E-6	16.346647
1.53742E-6	16.492658
1.538275E-6	16.584388
1.539085E-6	16.609457
1.53985E-6	16.604236
1.54066E-6	16.571165
1.541425E-6	16.550288
1.542235E-6	16.51468
1.543045E-6	16.486814
1.54381E-6	16.473083
1.54462E-6	16.432958
1.545385E-6	16.4043
1.546195E-6	16.305102
1.547005E-6	16.359891
1.54777E-6	16.330086
1.54858E-6	16.33475
1.549345E-6	16.350359
1.5502E-6	16.205919
1.55101E-6	16.360335
1.55182E-6	16.386151
1.55263E-6	16.398459
1.55344E-6	16.402466
1.554205E-6	16.849696
1.555015E-6	16.418729
1.555825E-6	16.423574
1.556635E-6	16.291873
1.5574E-6	16.4288
1.55821E-6	16.421702
1.558975E-6	16.429879
1.559785E-6	16.438858
1.56064E-6	16.466511
1.561405E-6	16.493813
1.562215E-6	16.555691
1.563025E-6	16.627464
1.563835E-6	16.704603
1.564645E-6	16.759635
1.5655E-6	16.78761
1.56631E-6	16.807467
