Wavelength (nm)	Noise Figure (dB)
1.529635E-6	12.477708
1.53121E-6	13.03776
1.532695E-6	12.911727
1.534225E-6	13.332345
1.5358E-6	11.596648
1.537465E-6	10.945044
1.539085E-6	10.925136
1.54066E-6	11.187469
1.542235E-6	11.555119
1.54381E-6	11.831001
1.545385E-6	11.441303
1.54696E-6	11.858946
1.54858E-6	12.150759
1.5502E-6	12.242172
1.55182E-6	12.309006
1.55344E-6	12.462132
1.555015E-6	12.51331
1.556635E-6	12.59537
1.55821E-6	12.513799
1.559785E-6	12.284941
1.561405E-6	11.837773
1.563025E-6	11.131476
1.564645E-6	10.354412
1.56631E-6	9.506665
