Wavelength (nm)	Channel Gain (dB)
1.52887E-6	13.58838
1.529635E-6	13.385245
1.530445E-6	13.097252
1.53121E-6	12.868581
1.531975E-6	12.794962
1.532695E-6	12.712507
1.53346E-6	12.773535
1.534225E-6	12.794631
1.535035E-6	12.855705
1.5358E-6	12.942863
1.53661E-6	13.083905
1.53742E-6	13.237939
1.53823E-6	13.55744
1.53904E-6	13.765227
1.53985E-6	13.347236
1.540615E-6	13.65432
1.541425E-6	13.285409
1.542235E-6	13.258493
1.543045E-6	13.233539
1.54381E-6	13.195655
1.54462E-6	13.151249
1.545385E-6	13.10179
1.546195E-6	13.085956
1.547005E-6	13.037669
1.54777E-6	13.034795
1.54858E-6	13.015961
1.54939E-6	13.025807
1.5502E-6	13.02184
1.55101E-6	13.043336
1.551775E-6	13.370947
1.55263E-6	13.041204
1.553395E-6	13.074767
1.55425E-6	12.605817
1.555015E-6	13.080402
1.555825E-6	13.080746
1.556635E-6	12.92403
1.557445E-6	12.895528
1.55821E-6	13.2484
1.558975E-6	13.075546
1.559785E-6	13.067713
1.560595E-6	12.825174
1.561405E-6	13.119129
1.562215E-6	13.161763
1.563025E-6	13.22415
1.563835E-6	13.274216
1.564645E-6	13.321544
1.565455E-6	13.352346
1.56631E-6	13.36954
