Wavelength (nm)	Channel Gain (dB)
1.52887E-6	22.004035
1.52968E-6	22.041045
1.530445E-6	21.953455
1.531165E-6	21.870719
1.531975E-6	21.865443
1.532695E-6	21.864042
1.53346E-6	21.856047
1.53427E-6	21.870885
1.535035E-6	21.881793
1.5358E-6	21.529574
1.53661E-6	21.963376
1.53742E-6	22.06942
1.53823E-6	22.328451
1.539085E-6	22.155297
1.53985E-6	22.108862
1.54066E-6	22.074468
1.541425E-6	22.047876
1.542235E-6	22.018781
1.543045E-6	21.62071
1.54381E-6	21.974246
1.544575E-6	22.221514
1.54543E-6	21.910145
1.54615E-6	21.86544
1.547005E-6	21.833593
1.547815E-6	21.822278
1.54858E-6	22.252712
1.54939E-6	21.717422
1.5502E-6	21.828881
1.55101E-6	21.546597
1.55182E-6	21.839643
1.55263E-6	21.845542
1.55344E-6	21.381709
1.554205E-6	21.819412
1.555015E-6	21.713772
1.555825E-6	21.81008
1.556635E-6	21.792043
1.5574E-6	21.765459
1.55821E-6	22.025345
1.558975E-6	21.450784
1.559785E-6	21.730172
1.560595E-6	21.739014
1.561405E-6	21.759708
1.562215E-6	21.798898
1.563025E-6	21.83853
1.563835E-6	21.90745
1.564645E-6	21.974909
1.5655E-6	22.498703
1.56631E-6	21.99349
