Wavelength (nm)	Noise Figure (dB)
1.52887E-6	4.12225
1.529635E-6	4.112862
1.530445E-6	4.175555
1.53121E-6	4.438543
1.531975E-6	4.253152
1.532695E-6	4.14317
1.53346E-6	4.035287
1.534225E-6	4.000514
1.535035E-6	4.027319
1.5358E-6	4.582709
1.53661E-6	3.965962
1.53742E-6	4.030172
1.538275E-6	4.055302
1.539085E-6	4.50213
1.53985E-6	4.047571
1.54066E-6	4.048787
1.541425E-6	4.064293
1.542235E-6	4.03201
1.543E-6	3.625108
1.54381E-6	4.04596
1.54462E-6	4.342477
1.545385E-6	4.02589
1.546195E-6	4.099594
1.547005E-6	4.021218
1.54777E-6	3.617977
1.54858E-6	4.038319
1.54939E-6	4.022413
1.5502E-6	4.203973
1.55101E-6	4.043566
1.55182E-6	4.413506
1.55263E-6	4.023793
1.553395E-6	3.505965
1.554205E-6	3.405847
1.555015E-6	3.953112
1.555825E-6	3.993918
1.55659E-6	3.951564
1.5574E-6	3.758064
1.558165E-6	4.270733
1.558975E-6	3.954144
1.559785E-6	3.935137
1.560595E-6	3.882888
1.561405E-6	3.865685
1.562215E-6	3.878009
1.563025E-6	3.760097
1.563835E-6	3.796292
1.564645E-6	3.789871
1.565455E-6	4.358274
1.56631E-6	3.712034
