Wavelength (nm)	Noise Figure (dB)
1.529635E-6	16.140875
1.53121E-6	16.668231
1.532695E-6	16.466513
1.534225E-6	16.464837
1.5358E-6	14.77996
1.537465E-6	13.927844
1.53904E-6	13.726475
1.54066E-6	14.500847
1.542235E-6	14.457457
1.54381E-6	14.74978
1.545385E-6	14.369937
1.547005E-6	15.025114
1.548535E-6	15.029076
1.5502E-6	15.086206
1.551775E-6	14.705062
1.553395E-6	15.209742
1.55497E-6	15.173365
1.55659E-6	15.158516
1.55821E-6	15.047613
1.559785E-6	14.980076
1.561405E-6	14.449785
1.563025E-6	13.631593
1.564645E-6	12.676897
1.56631E-6	11.755842
