Wavelength (nm)	Noise Figure (dB)
1.52887E-6	9.583565
1.529635E-6	8.928848
1.530445E-6	10.063822
1.53121E-6	10.200512
1.531975E-6	10.239907
1.53274E-6	9.946286
1.53346E-6	9.94632
1.53427E-6	9.763891
1.535035E-6	9.437968
1.5358E-6	9.002653
1.53661E-6	8.803073
1.53742E-6	8.597364
1.538275E-6	8.503845
1.539085E-6	8.5332
1.53985E-6	8.571718
1.54066E-6	8.761783
1.541425E-6	8.8804
1.542235E-6	9.017133
1.543045E-6	9.200782
1.54381E-6	9.301694
1.54462E-6	9.392478
1.545385E-6	8.811242
1.546195E-6	8.53985
1.547005E-6	9.523386
1.54777E-6	9.071082
1.54858E-6	9.543237
1.54939E-6	9.581408
1.5502E-6	9.615079
1.55101E-6	9.670222
1.55182E-6	9.661036
1.55263E-6	9.727559
1.553395E-6	9.750838
1.55425E-6	10.580797
1.55497E-6	9.760608
1.55578E-6	9.784161
1.55659E-6	9.772081
1.557445E-6	9.902998
1.55821E-6	9.877169
1.558975E-6	10.150223
1.55983E-6	9.64438
1.560595E-6	9.84005
1.561405E-6	9.236863
1.562215E-6	8.92464
1.563025E-6	8.655307
1.563835E-6	8.259211
1.564645E-6	7.898752
1.5655E-6	7.649774
1.56631E-6	7.291224
