Wavelength (nm)	Noise Figure (dB)
1.52887E-6	4.203758
1.529635E-6	4.259084
1.530445E-6	4.264991
1.53121E-6	4.192889
1.531975E-6	4.224122
1.532695E-6	4.249876
1.53346E-6	4.153048
1.53427E-6	4.116696
1.535035E-6	4.121458
1.5358E-6	4.047385
1.53661E-6	4.078108
1.53742E-6	4.058567
1.53823E-6	4.066064
1.539085E-6	4.067584
1.53985E-6	4.066943
1.54066E-6	4.072783
1.541425E-6	4.081604
1.542235E-6	4.341516
1.543045E-6	4.091728
1.54381E-6	4.061677
1.54462E-6	4.304275
1.54534E-6	4.116375
1.546195E-6	4.066322
1.547005E-6	4.048458
1.547815E-6	4.376838
1.54858E-6	3.987609
1.54939E-6	4.097012
1.5502E-6	4.024538
1.55101E-6	4.244905
1.551775E-6	3.997714
1.55263E-6	4.025026
1.55344E-6	4.480092
1.55425E-6	4.531802
1.555015E-6	3.95022
1.555825E-6	3.971996
1.556635E-6	3.994438
1.557445E-6	4.118048
1.55821E-6	3.648331
1.558975E-6	4.267442
1.559785E-6	3.91979
1.560595E-6	3.890522
1.561405E-6	3.85578
1.562215E-6	3.865823
1.563025E-6	3.841153
1.563835E-6	3.808413
1.564645E-6	3.807744
1.565455E-6	3.715634
1.56631E-6	3.730764
