Wavelength (nm)	Noise Figure (dB)
1.52887E-6	5.439634
1.52968E-6	5.56081
1.530445E-6	5.721792
1.53121E-6	5.754909
1.531975E-6	5.150297
1.532695E-6	6.015113
1.53346E-6	5.627436
1.53427E-6	5.684358
1.535035E-6	5.538183
1.5358E-6	5.314909
1.53661E-6	5.41989
1.53742E-6	5.370065
1.53823E-6	5.164986
1.53904E-6	5.358448
1.53985E-6	5.443324
1.54066E-6	5.53612
1.541425E-6	4.971259
1.542235E-6	5.667228
1.543045E-6	5.777035
1.54381E-6	5.843549
1.54462E-6	5.898593
1.54543E-6	5.933865
1.546195E-6	5.940963
1.547005E-6	6.178206
1.547815E-6	6.372677
1.54858E-6	6.020346
1.54939E-6	6.057749
1.5502E-6	6.113763
1.55101E-6	6.114513
1.55182E-6	6.128084
1.55263E-6	6.162968
1.55344E-6	6.223728
1.554205E-6	6.222853
1.55497E-6	6.210613
1.555825E-6	6.329858
1.556635E-6	6.314853
1.557445E-6	6.471224
1.55821E-6	6.362584
1.558975E-6	6.343926
1.559785E-6	6.264272
1.560595E-6	6.101608
1.561405E-6	6.051326
1.562215E-6	5.915236
1.563025E-6	5.731697
1.563835E-6	5.50688
1.564645E-6	5.379885
1.565455E-6	5.145692
1.56631E-6	5.166484
