Wavelength (nm)	Noise Figure (dB)
1.52887E-6	11.80946
1.529635E-6	12.121081
1.530445E-6	12.485647
1.53121E-6	12.642066
1.53193E-6	12.570764
1.532695E-6	12.59289
1.53346E-6	12.385677
1.534225E-6	12.070454
1.535035E-6	11.779946
1.5358E-6	11.381121
1.53661E-6	11.079498
1.537465E-6	10.809594
1.538275E-6	10.68054
1.539085E-6	11.242461
1.53985E-6	10.806295
1.54066E-6	11.017935
1.541425E-6	11.181548
1.542235E-6	11.411887
1.543045E-6	11.541523
1.54381E-6	11.657372
1.54462E-6	11.753899
1.545385E-6	11.289264
1.546195E-6	11.926675
1.547005E-6	11.963722
1.54777E-6	11.721227
1.54858E-6	11.972699
1.549345E-6	11.965814
1.5502E-6	12.099242
1.55101E-6	12.167066
1.55182E-6	12.188548
1.55263E-6	12.250442
1.55344E-6	12.944214
1.554205E-6	12.341453
1.555015E-6	12.385136
1.555825E-6	12.453657
1.556635E-6	12.653386
1.557445E-6	12.671657
1.55821E-6	12.428431
1.55902E-6	12.348569
1.559785E-6	12.193519
1.560595E-6	11.986051
1.561405E-6	11.729121
1.562215E-6	11.423739
1.563025E-6	11.037947
1.563835E-6	10.683236
1.564645E-6	10.239191
1.565455E-6	9.85728
1.56631E-6	9.462501
