Wavelength (nm)	Channel Gain (dB)
1.5358E-6	27.623505
1.53742E-6	27.513271
1.539085E-6	27.4225
1.54066E-6	27.301234
1.542235E-6	27.186424
1.54381E-6	27.113163
1.54543E-6	26.563624
1.54696E-6	26.830968
1.54858E-6	26.749769
1.5502E-6	26.651587
1.55182E-6	26.621493
1.553395E-6	26.601627
1.555015E-6	26.432925
1.55659E-6	26.499852
1.55821E-6	26.732972
1.559785E-6	26.389797
