Wavelength (nm)	Noise Figure (dB)
1.52887E-6	5.3893
1.52968E-6	5.511853
1.530445E-6	5.647672
1.53121E-6	5.987253
1.531975E-6	5.722825
1.532695E-6	5.615572
1.53346E-6	5.439955
1.53427E-6	3.745678
1.535035E-6	5.414006
1.535845E-6	5.416722
1.53661E-6	5.26874
1.537465E-6	5.149226
1.53823E-6	5.129706
1.539085E-6	5.383787
1.53985E-6	5.379995
1.54066E-6	5.491989
1.54147E-6	5.601717
1.542235E-6	5.591122
1.543045E-6	5.709666
1.54381E-6	5.756042
1.54462E-6	5.78198
1.545385E-6	5.810896
1.546195E-6	5.848364
1.547005E-6	5.88884
1.547815E-6	6.330163
1.54858E-6	5.935654
1.54939E-6	6.035437
1.550155E-6	5.891934
1.55101E-6	6.035473
1.55182E-6	6.089386
1.55263E-6	6.129628
1.55344E-6	6.157674
1.55425E-6	6.233384
1.555015E-6	6.197403
1.555825E-6	6.253329
1.556635E-6	6.335306
1.5574E-6	6.235739
1.55821E-6	6.279272
1.558975E-6	6.59527
1.559785E-6	6.539234
1.560595E-6	6.058642
1.561405E-6	5.958363
1.562215E-6	6.335685
1.563025E-6	5.563497
1.563835E-6	5.407692
1.564645E-6	5.262848
1.5655E-6	5.163409
1.56631E-6	5.081096
