Wavelength (nm)	Noise Figure (dB)
1.529635E-6	15.654726
1.53121E-6	16.197668
1.532695E-6	16.077691
1.534225E-6	16.290989
1.5358E-6	14.537376
1.53742E-6	13.674837
1.53904E-6	12.843318
1.54066E-6	13.872495
1.542235E-6	14.258409
1.54381E-6	14.53845
1.545385E-6	14.083027
1.547005E-6	14.837607
1.54858E-6	14.864847
1.5502E-6	14.941726
1.55182E-6	15.416841
1.55344E-6	15.770914
1.555015E-6	15.184247
1.55659E-6	15.021654
1.55821E-6	15.160545
1.559785E-6	15.197217
1.561405E-6	14.357857
1.563025E-6	13.586965
1.564645E-6	12.597938
1.56631E-6	11.67373
