Wavelength (nm)	Noise Figure (dB)
1.52887E-6	4.968598
1.529635E-6	5.033198
1.530445E-6	5.152643
1.53121E-6	5.198031
1.531975E-6	5.23935
1.532695E-6	5.185213
1.53346E-6	5.056769
1.53427E-6	5.105102
1.535035E-6	5.062437
1.5358E-6	4.823622
1.53661E-6	4.928294
1.53742E-6	4.939867
1.538275E-6	4.919973
1.53904E-6	4.47954
1.53985E-6	5.005688
1.54066E-6	5.016214
1.541425E-6	4.486471
1.542235E-6	5.15161
1.543045E-6	5.272175
1.54381E-6	5.310352
1.54462E-6	5.321013
1.545385E-6	4.864717
1.546195E-6	5.362185
1.54696E-6	5.138749
1.547815E-6	5.424353
1.54858E-6	4.889715
1.549345E-6	5.418322
1.550155E-6	5.334888
1.55101E-6	5.786575
1.55182E-6	5.857368
1.55263E-6	5.51572
1.553395E-6	5.012368
1.554205E-6	4.954366
1.555015E-6	5.579222
1.555825E-6	5.637482
1.55659E-6	5.621791
1.5574E-6	5.52451
1.55821E-6	5.728172
1.55902E-6	5.318063
1.55983E-6	5.292009
1.560595E-6	5.910174
1.561405E-6	5.450371
1.562215E-6	5.358153
1.563025E-6	5.229069
1.563835E-6	5.072135
1.564645E-6	4.888301
1.5655E-6	4.831118
1.56631E-6	4.7017
