Wavelength (nm)	Noise Figure (dB)
1.52887E-6	4.096553
1.529635E-6	4.159611
1.530445E-6	4.629874
1.53121E-6	4.15317
1.531975E-6	4.143827
1.532695E-6	4.108417
1.53346E-6	4.091412
1.53427E-6	3.158976
1.535035E-6	4.118339
1.5358E-6	3.922028
1.53661E-6	4.105844
1.53742E-6	4.072849
1.538275E-6	3.90526
1.539085E-6	4.560014
1.53985E-6	4.112016
1.54066E-6	4.079884
1.541425E-6	4.112467
1.542235E-6	4.099744
1.543045E-6	4.512141
1.54381E-6	4.002834
1.54462E-6	4.053295
1.54543E-6	3.988212
1.546195E-6	3.987462
1.547005E-6	4.021154
1.54777E-6	4.038289
1.54858E-6	4.053269
1.54939E-6	4.077941
1.550155E-6	4.002031
1.55101E-6	4.312164
1.55182E-6	4.396325
1.55263E-6	4.004442
1.553395E-6	4.017618
1.554205E-6	4.002795
1.555015E-6	3.970817
1.555825E-6	4.005878
1.556635E-6	4.011606
1.5574E-6	4.000357
1.558165E-6	4.267236
1.558975E-6	4.26234
1.559785E-6	3.947914
1.560595E-6	3.922322
1.561405E-6	3.930681
1.562215E-6	3.895603
1.563025E-6	3.78243
1.563835E-6	3.757401
1.564645E-6	3.768928
1.565455E-6	4.374247
1.56631E-6	2.869199
