Wavelength (nm)	Channel Gain (dB)
1.52887E-6	26.827252
1.52968E-6	26.410537
1.530445E-6	26.845118
1.53121E-6	26.776628
1.531975E-6	26.599751
1.532695E-6	26.666179
1.53346E-6	26.438408
1.53427E-6	26.601756
1.535035E-6	26.479257
1.5358E-6	26.422124
1.53661E-6	26.374491
1.53742E-6	26.795719
1.538275E-6	26.369205
1.539085E-6	26.332678
1.53985E-6	26.299955
1.54066E-6	25.891466
1.541425E-6	26.237169
1.542235E-6	26.173499
1.543045E-6	26.154914
1.54381E-6	26.120236
1.54462E-6	26.081565
1.54543E-6	25.637393
1.546195E-6	25.944496
1.547005E-6	25.900294
1.54777E-6	25.871212
1.54858E-6	25.840583
1.54939E-6	25.68415
1.550155E-6	25.804281
1.55101E-6	25.765253
1.55182E-6	25.75343
1.55263E-6	25.745035
1.553395E-6	25.735574
1.554205E-6	25.743989
1.555015E-6	25.691044
1.555825E-6	25.512264
1.55659E-6	25.850205
1.5574E-6	25.644066
1.558165E-6	25.653012
1.558975E-6	25.325704
1.559785E-6	25.305915
1.560595E-6	25.275588
1.561405E-6	25.530233
1.562215E-6	25.520852
1.563025E-6	25.552806
1.563835E-6	25.620307
1.564645E-6	25.617442
1.565455E-6	25.601828
1.56631E-6	25.544994
