Wavelength (nm)	Noise Figure (dB)
1.52968E-6	4.453487
1.53121E-6	4.35426
1.532695E-6	4.334525
1.534225E-6	4.804563
1.5358E-6	4.739995
1.53742E-6	4.212859
1.539085E-6	4.216055
1.54066E-6	4.20812
1.542235E-6	4.23247
1.54381E-6	4.22571
1.545385E-6	4.199572
1.54696E-6	3.972561
1.54858E-6	4.186953
1.5502E-6	4.353216
1.551775E-6	3.810497
1.55344E-6	4.630026
1.555015E-6	4.098044
1.556635E-6	4.276078
1.558165E-6	4.108418
1.559785E-6	4.070647
1.561405E-6	4.000544
1.563025E-6	3.949951
1.564645E-6	3.901814
1.56631E-6	3.804435
